segment China
37.137 122.447
37.134 122.442
37.129 122.44
37.121 122.44
37.114 122.45
37.109 122.451
37.099 122.446
37.096 122.447
37.095 122.45
37.1 122.455
37.1 122.459
37.093 122.462
37.088 122.459
37.077 122.462
37.07 122.462
37.064 122.463
37.06 122.461
37.058 122.458
37.071 122.456
37.073 122.452
37.07 122.447
37.069 122.441
37.067 122.439
37.059 122.442
37.042 122.429
37.038 122.417
37.03 122.407
37.031 122.405
37.035 122.404
37.036 122.401
37.035 122.4
37.027 122.398
37.027 122.393
37.029 122.388
37.028 122.384
37.022 122.394
37.025 122.403
37.023 122.412
37.021 122.413
37.02 122.413
37.009 122.404
37.002 122.402
37.001 122.399
36.993 122.397
36.992 122.399
36.993 122.402
36.997 122.407
36.998 122.413
37.007 122.42
37.01 122.435
37.015 122.442
37.017 122.442
37.022 122.439
37.024 122.44
37.024 122.446
37.029 122.448
37.031 122.454
37.027 122.463
37.032 122.464
37.033 122.466
37.032 122.47
37.03 122.473
37.026 122.474
37.023 122.472
37.014 122.476
37.013 122.482
37.015 122.484
37.019 122.483
37.022 122.479
37.025 122.482
37.021 122.49
37.023 122.514
37.018 122.516
37.009 122.512
37.006 122.513
37.002 122.518
37.002 122.522
37.007 122.527
37.013 122.529
37.016 122.529
37.023 122.52
37.026 122.522
37.03 122.528
37.032 122.541
37.042 122.557
37.042 122.563
37.04 122.571
37.033 122.553
37.027 122.542
37.021 122.536
36.998 122.528
36.98 122.535
36.975 122.538
36.964 122.527
36.957 122.523
36.944 122.521
36.932 122.525
36.921 122.531
36.915 122.522
36.91 122.522
36.904 122.517
36.898 122.514
36.894 122.492
36.896 122.49
36.91 122.503
36.921 122.506
36.923 122.51
36.92 122.514
36.921 122.517
36.927 122.519
36.945 122.516
36.946 122.514
36.946 122.511
36.935 122.503
36.931 122.499
36.93 122.495
36.931 122.484
36.927 122.477
36.926 122.471
36.93 122.46
36.928 122.454
36.925 122.448
36.923 122.429
36.919 122.422
36.916 122.418
36.915 122.411
36.911 122.409
36.9 122.41
36.9 122.422
36.897 122.424
36.887 122.424
36.883 122.425
36.889 122.432
36.888 122.436
36.886 122.436
36.881 122.431
36.875 122.435
36.871 122.424
36.863 122.416
36.865 122.411
36.865 122.407
36.862 122.401
36.863 122.398
36.867 122.394
36.868 122.391
36.865 122.387
36.868 122.376
36.859 122.372
36.858 122.37
36.864 122.362
36.866 122.351
36.864 122.35
36.859 122.355
36.855 122.366
36.852 122.367
36.842 122.359
36.843 122.352
36.84 122.342
36.838 122.34
36.832 122.339
36.83 122.337
36.831 122.333
36.837 122.331
36.839 122.327
36.838 122.321
36.834 122.316
36.838 122.296
36.837 122.283
36.84 122.275
36.842 122.263
36.841 122.25
36.845 122.242
36.847 122.222
36.851 122.217
36.848 122.199
36.844 122.193
36.844 122.19
36.847 122.185
36.846 122.178
36.849 122.176
36.866 122.186
36.873 122.185
36.877 122.18
36.888 122.177
36.89 122.183
36.898 122.186
36.9 122.19
36.9 122.202
36.895 122.221
36.889 122.225
36.888 122.229
36.891 122.23
36.895 122.228
36.9 122.222
36.903 122.223
36.901 122.228
36.9 122.252
36.898 122.256
36.897 122.261
36.899 122.265
36.907 122.26
36.908 122.256
36.913 122.25
36.912 122.244
36.916 122.231
36.917 122.22
36.915 122.212
36.92 122.2
36.923 122.19
36.92 122.186
36.921 122.182
36.925 122.178
36.931 122.178
36.941 122.182
36.944 122.181
36.944 122.177
36.935 122.167
36.935 122.16
36.932 122.155
36.943 122.144
36.947 122.147
36.949 122.157
36.951 122.162
36.955 122.165
36.958 122.165
36.962 122.159
36.965 122.159
36.967 122.162
36.967 122.166
36.969 122.168
36.974 122.165
36.977 122.167
36.98 122.174
36.988 122.171
36.997 122.176
37.001 122.184
36.998 122.19
36.998 122.2
37.007 122.212
37.014 122.21
37.017 122.212
37.022 122.222
37.027 122.225
37.033 122.222
37.037 122.218
37.035 122.211
37.036 122.205
37.04 122.202
37.044 122.195
37.049 122.195
37.048 122.181
37.042 122.184
37.039 122.18
37.03 122.181
37.023 122.186
37.02 122.184
37.016 122.188
37.014 122.186
37.013 122.183
37.017 122.176
37.016 122.173
37.013 122.168
37.012 122.162
37.014 122.157
37.021 122.152
37.021 122.148
37.011 122.135
37.001 122.142
37 122.148
36.997 122.149
36.992 122.144
36.987 122.145
36.983 122.144
36.972 122.136
36.965 122.141
36.952 122.134
36.953 122.128
36.956 122.123
36.962 122.123
36.965 122.12
36.981 122.112
36.975 122.105
36.971 122.106
36.961 122.115
36.957 122.112
36.951 122.094
36.942 122.084
36.935 122.082
36.92 122.089
36.919 122.07
36.911 122.046
36.907 122.037
36.897 122.034
36.902 122.03
36.906 122.021
36.909 122.02
36.926 122.03
36.934 122.041
36.936 122.04
36.938 122.034
36.942 122.032
36.947 122.035
36.952 122.034
36.961 122.026
36.964 122.02
36.972 122.02
36.982 122.005
36.985 121.999
36.995 121.993
36.994 121.992
36.989 121.989
36.988 121.986
36.993 121.984
36.994 121.981
36.989 121.976
36.985 121.97
36.984 121.954
36.991 121.942
36.995 121.938
36.991 121.927
36.989 121.926
36.982 121.933
36.976 121.927
36.968 121.925
36.966 121.917
36.963 121.912
36.962 121.902
36.96 121.902
36.959 121.912
36.954 121.915
36.958 121.921
36.954 121.942
36.947 121.954
36.944 121.954
36.94 121.943
36.939 121.93
36.924 121.886
36.918 121.863
36.915 121.855
36.917 121.853
36.921 121.857
36.923 121.856
36.924 121.854
36.922 121.85
36.911 121.845
36.898 121.805
36.899 121.804
36.908 121.809
36.911 121.806
36.906 121.802
36.901 121.797
36.897 121.796
36.894 121.789
36.892 121.78
36.882 121.76
36.874 121.751
36.864 121.745
36.859 121.744
36.85 121.747
36.848 121.746
36.84 121.736
36.838 121.727
36.833 121.72
36.833 121.715
36.835 121.707
36.834 121.702
36.826 121.694
36.826 121.669
36.818 121.649
36.817 121.638
36.815 121.634
36.801 121.625
36.798 121.619
36.793 121.621
36.79 121.619
36.785 121.625
36.773 121.622
36.77 121.623
36.766 121.627
36.766 121.632
36.762 121.633
36.757 121.632
36.743 121.638
36.741 121.636
36.739 121.625
36.745 121.618
36.743 121.613
36.748 121.602
36.755 121.606
36.761 121.604
36.768 121.607
36.775 121.603
36.777 121.599
36.776 121.591
36.77 121.586
36.767 121.58
36.768 121.578
36.775 121.581
36.778 121.578
36.782 121.56
36.776 121.557
36.773 121.553
36.773 121.548
36.777 121.543
36.774 121.541
36.767 121.538
36.763 121.54
36.757 121.546
36.753 121.538
36.756 121.525
36.752 121.52
36.753 121.514
36.754 121.513
36.759 121.518
36.762 121.516
36.763 121.507
36.764 121.503
36.771 121.5
36.771 121.488
36.773 121.482
36.779 121.477
36.782 121.476
36.782 121.485
36.789 121.487
36.796 121.509
36.804 121.519
36.804 121.522
36.802 121.528
36.792 121.532
36.789 121.537
36.799 121.541
36.806 121.547
36.813 121.547
36.816 121.549
36.827 121.57
36.829 121.584
36.832 121.587
36.834 121.595
36.844 121.6
36.848 121.606
36.851 121.602
36.85 121.594
36.854 121.589
36.855 121.577
36.853 121.571
36.849 121.569
36.847 121.563
36.845 121.554
36.845 121.546
36.847 121.54
36.837 121.537
36.837 121.529
36.83 121.523
36.825 121.512
36.815 121.51
36.811 121.498
36.796 121.486
36.795 121.482
36.797 121.48
36.802 121.482
36.81 121.489
36.816 121.486
36.82 121.488
36.824 121.486
36.83 121.489
36.834 121.496
36.837 121.498
36.84 121.495
36.834 121.488
36.833 121.479
36.83 121.471
36.832 121.468
36.844 121.46
36.852 121.449
36.865 121.448
36.864 121.444
36.857 121.441
36.848 121.442
36.85 121.436
36.861 121.433
36.861 121.431
36.854 121.431
36.837 121.439
36.835 121.447
36.832 121.449
36.823 121.448
36.814 121.456
36.813 121.462
36.808 121.468
36.806 121.469
36.801 121.465
36.795 121.465
36.788 121.463
36.781 121.466
36.777 121.465
36.773 121.467
36.769 121.456
36.771 121.446
36.761 121.449
36.758 121.447
36.758 121.431
36.756 121.425
36.761 121.409
36.761 121.404
36.751 121.388
36.738 121.374
36.731 121.372
36.716 121.38
36.714 121.39
36.711 121.391
36.709 121.382
36.704 121.375
36.712 121.37
36.718 121.361
36.728 121.361
36.732 121.359
36.733 121.354
36.732 121.353
36.729 121.352
36.724 121.356
36.721 121.352
36.72 121.331
36.715 121.316
36.715 121.308
36.717 121.302
36.714 121.294
36.714 121.285
36.709 121.277
36.707 121.267
36.698 121.255
36.692 121.241
36.694 121.231
36.695 121.221
36.693 121.208
36.685 121.185
36.688 121.183
36.7 121.191
36.702 121.189
36.702 121.187
36.705 121.185
36.705 121.183
36.691 121.179
36.688 121.174
36.687 121.168
36.686 121.147
36.68 121.139
36.676 121.141
36.678 121.145
36.677 121.153
36.68 121.159
36.677 121.165
36.665 121.142
36.651 121.123
36.641 121.108
36.633 121.103
36.628 121.093
36.623 121.088
36.622 121.074
36.615 121.058
36.614 121.053
36.616 121.058
36.62 121.058
36.627 121.055
36.634 121.055
36.638 121.06
36.641 121.07
36.644 121.074
36.648 121.081
36.651 121.078
36.651 121.075
36.645 121.06
36.644 121.051
36.646 121.049
36.656 121.037
36.651 121.036
36.641 121.046
36.639 121.045
36.641 121.037
36.639 121.025
36.64 121.015
36.635 121.012
36.633 121.013
36.632 121.016
36.626 121.027
36.626 121.033
36.613 121.038
36.609 121.041
36.604 121.041
36.591 121.034
36.589 121.024
36.589 121.018
36.597 121.011
36.599 121.003
36.599 120.995
36.602 120.988
36.6 120.977
36.597 120.971
36.586 120.962
36.585 120.956
36.594 120.929
36.597 120.928
36.6 120.93
36.605 120.93
36.603 120.935
36.604 120.937
36.607 120.939
36.619 120.945
36.624 120.944
36.627 120.947
36.646 120.945
36.646 120.941
36.633 120.937
36.633 120.933
36.644 120.931
36.644 120.922
36.649 120.916
36.649 120.911
36.647 120.907
36.64 120.906
36.64 120.898
36.639 120.895
36.641 120.893
36.653 120.894
36.655 120.888
36.659 120.885
36.656 120.88
36.656 120.878
36.656 120.876
36.664 120.882
36.666 120.879
36.66 120.872
36.657 120.864
36.654 120.849
36.647 120.846
36.646 120.842
36.637 120.833
36.643 120.826
36.641 120.821
36.636 120.82
36.633 120.812
36.627 120.808
36.62 120.808
36.615 120.803
36.614 120.799
36.615 120.797
36.626 120.784
36.622 120.773
36.616 120.786
36.605 120.794
36.602 120.792
36.6 120.788
36.6 120.773
36.598 120.767
36.588 120.76
36.586 120.763
36.585 120.772
36.58 120.778
36.573 120.782
36.571 120.789
36.582 120.798
36.585 120.803
36.587 120.814
36.595 120.82
36.598 120.831
36.604 120.839
36.606 120.845
36.605 120.849
36.597 120.857
36.595 120.864
36.596 120.87
36.598 120.873
36.592 120.875
36.588 120.871
36.585 120.875
36.584 120.881
36.574 120.879
36.569 120.881
36.56 120.887
36.55 120.889
36.547 120.894
36.557 120.906
36.563 120.916
36.563 120.919
36.553 120.924
36.547 120.932
36.54 120.934
36.539 120.937
36.544 120.947
36.543 120.956
36.546 120.957
36.556 120.95
36.558 120.951
36.557 120.956
36.554 120.962
36.544 120.971
36.54 120.974
36.522 120.959
36.493 120.944
36.482 120.947
36.476 120.96
36.473 120.96
36.469 120.954
36.463 120.954
36.461 120.95
36.462 120.943
36.451 120.942
36.448 120.936
36.452 120.933
36.458 120.931
36.466 120.919
36.466 120.913
36.458 120.903
36.457 120.894
36.452 120.888
36.449 120.887
36.44 120.893
36.435 120.905
36.432 120.908
36.421 120.912
36.42 120.912
36.417 120.91
36.413 120.903
36.406 120.892
36.386 120.881
36.376 120.886
36.373 120.883
36.374 120.877
36.378 120.871
36.382 120.854
36.385 120.853
36.395 120.853
36.404 120.85
36.415 120.856
36.422 120.854
36.428 120.85
36.438 120.836
36.441 120.834
36.448 120.841
36.457 120.837
36.462 120.838
36.465 120.836
36.476 120.813
36.475 120.808
36.473 120.807
36.467 120.811
36.466 120.809
36.461 120.755
36.466 120.752
36.466 120.746
36.461 120.74
36.447 120.738
36.436 120.729
36.434 120.726
36.442 120.718
36.445 120.711
36.444 120.706
36.439 120.7
36.434 120.698
36.43 120.699
36.421 120.707
36.417 120.704
36.405 120.701
36.401 120.698
36.398 120.688
36.384 120.683
36.369 120.688
36.364 120.693
36.357 120.714
36.351 120.717
36.341 120.727
36.336 120.729
36.331 120.727
36.33 120.723
36.334 120.714
36.335 120.707
36.331 120.685
36.34 120.662
36.326 120.642
36.319 120.638
36.309 120.642
36.306 120.649
36.308 120.654
36.307 120.657
36.303 120.659
36.3 120.656
36.295 120.647
36.29 120.643
36.281 120.641
36.274 120.644
36.271 120.649
36.271 120.658
36.265 120.66
36.264 120.662
36.264 120.667
36.268 120.669
36.274 120.668
36.276 120.67
36.275 120.674
36.273 120.675
36.265 120.672
36.259 120.672
36.249 120.676
36.238 120.667
36.235 120.668
36.23 120.675
36.222 120.681
36.214 120.68
36.199 120.684
36.192 120.68
36.18 120.685
36.173 120.684
36.166 120.696
36.158 120.687
36.155 120.69
36.153 120.698
36.149 120.7
36.141 120.697
36.14 120.702
36.143 120.71
36.141 120.713
36.139 120.714
36.135 120.711
36.13 120.689
36.13 120.683
36.137 120.67
36.135 120.665
36.127 120.654
36.12 120.636
36.121 120.626
36.124 120.616
36.123 120.61
36.12 120.603
36.109 120.596
36.105 120.59
36.104 120.586
36.106 120.586
36.111 120.59
36.114 120.585
36.122 120.587
36.124 120.585
36.125 120.58
36.122 120.57
36.119 120.566
36.113 120.57
36.113 120.564
36.118 120.55
36.118 120.544
36.117 120.542
36.112 120.54
36.102 120.547
36.1 120.544
36.099 120.53
36.102 120.524
36.102 120.519
36.097 120.512
36.094 120.494
36.095 120.473
36.093 120.466
36.086 120.455
36.063 120.422
36.057 120.391
36.063 120.383
36.063 120.378
36.057 120.362
36.05 120.36
36.049 120.358
36.052 120.346
36.045 120.341
36.045 120.336
36.047 120.334
36.055 120.337
36.059 120.336
36.057 120.325
36.063 120.318
36.063 120.311
36.055 120.3
36.057 120.293
36.049 120.288
36.048 120.282
36.05 120.279
36.056 120.28
36.057 120.282
36.059 120.29
36.061 120.29
36.07 120.298
36.071 120.305
36.073 120.307
36.082 120.307
36.085 120.31
36.091 120.321
36.095 120.333
36.097 120.335
36.109 120.331
36.121 120.332
36.151 120.365
36.162 120.367
36.167 120.37
36.183 120.371
36.192 120.365
36.196 120.365
36.201 120.37
36.212 120.364
36.217 120.36
36.225 120.344
36.226 120.332
36.228 120.33
36.233 120.333
36.248 120.33
36.253 120.339
36.256 120.339
36.255 120.33
36.256 120.319
36.262 120.321
36.264 120.324
36.273 120.324
36.273 120.316
36.279 120.309
36.28 120.31
36.28 120.306
36.277 120.299
36.278 120.292
36.269 120.289
36.268 120.282
36.261 120.287
36.255 120.291
36.243 120.292
36.238 120.294
36.235 120.293
36.231 120.285
36.226 120.279
36.22 120.276
36.214 120.281
36.205 120.277
36.199 120.277
36.197 120.28
36.196 120.281
36.198 120.294
36.196 120.299
36.192 120.301
36.188 120.299
36.187 120.283
36.183 120.278
36.185 120.272
36.182 120.264
36.182 120.259
36.185 120.255
36.189 120.257
36.196 120.268
36.198 120.266
36.198 120.258
36.201 120.25
36.2 120.233
36.192 120.226
36.192 120.222
36.196 120.219
36.214 120.224
36.221 120.222
36.228 120.22
36.228 120.207
36.223 120.193
36.218 120.18
36.218 120.179
36.215 120.171
36.211 120.164
36.206 120.144
36.203 120.125
36.201 120.115
36.2 120.12
36.195 120.109
36.194 120.107
36.183 120.111
36.18 120.109
36.171 120.104
36.163 120.094
36.158 120.086
36.151 120.09
36.146 120.089
36.138 120.089
36.131 120.09
36.129 120.089
36.128 120.083
36.126 120.081
36.118 120.095
36.108 120.093
36.104 120.098
36.1 120.105
36.097 120.118
36.093 120.125
36.09 120.144
36.068 120.171
36.062 120.191
36.06 120.192
36.056 120.184
36.052 120.181
36.039 120.18
36.038 120.189
36.037 120.192
36.046 120.205
36.047 120.209
36.056 120.214
36.061 120.229
36.057 120.234
36.052 120.233
36.049 120.226
36.044 120.219
36.032 120.214
36.031 120.211
36.032 120.209
36.027 120.2
36.021 120.179
36.017 120.174
36.006 120.169
36.005 120.172
35.987 120.171
35.979 120.173
35.978 120.177
35.98 120.183
35.995 120.201
35.996 120.208
35.994 120.214
35.994 120.221
36.005 120.227
36.007 120.231
36.006 120.235
36.003 120.237
35.99 120.235
35.986 120.236
35.976 120.226
35.972 120.231
35.973 120.237
35.981 120.255
35.989 120.257
35.99 120.274
35.994 120.277
36.006 120.273
36.012 120.275
36.019 120.285
36.014 120.3
36.005 120.307
35.989 120.294
35.976 120.293
35.973 120.289
35.971 120.282
35.97 120.255
35.962 120.245
35.96 120.238
35.951 120.235
35.948 120.224
35.936 120.211
35.929 120.21
35.925 120.201
35.919 120.193
35.911 120.189
35.9 120.187
35.9 120.18
35.895 120.173
35.895 120.166
35.896 120.163
35.901 120.163
35.91 120.167
35.914 120.174
35.924 120.182
35.921 120.184
35.924 120.189
35.927 120.19
35.932 120.186
35.934 120.188
35.935 120.197
35.939 120.206
35.951 120.206
35.956 120.205
35.953 120.193
35.956 120.185
35.953 120.177
35.945 120.173
35.941 120.163
35.936 120.159
35.928 120.158
35.918 120.149
35.913 120.147
35.912 120.143
35.914 120.139
35.924 120.133
35.923 120.129
35.92 120.128
35.914 120.131
35.912 120.127
35.915 120.121
35.914 120.115
35.909 120.103
35.905 120.096
35.895 120.086
35.892 120.08
35.889 120.067
35.886 120.061
35.872 120.051
35.857 120.043
35.846 120.037
35.832 120.027
35.816 120.023
35.808 120.027
35.797 120.033
35.795 120.036
35.79 120.037
35.783 120.032
35.775 120.033
35.771 120.032
35.761 120.021
35.751 120.015
35.74 120.015
35.735 120.009
35.727 120.007
35.723 120.003
35.724 120
35.727 119.992
35.729 119.983
35.732 119.979
35.744 119.974
35.745 119.969
35.743 119.963
35.761 119.954
35.768 119.944
35.766 119.935
35.769 119.927
35.768 119.922
35.764 119.916
35.757 119.908
35.74 119.903
35.727 119.916
35.727 119.936
35.722 119.941
35.715 119.933
35.709 119.931
35.703 119.915
35.698 119.91
35.685 119.902
35.665 119.898
35.659 119.899
35.657 119.9
35.657 119.907
35.653 119.909
35.651 119.915
35.645 119.908
35.64 119.906
35.638 119.9
35.638 119.892
35.633 119.881
35.612 119.858
35.612 119.854
35.614 119.849
35.62 119.847
35.624 119.84
35.629 119.84
35.632 119.838
35.631 119.832
35.628 119.825
35.62 119.817
35.622 119.813
35.626 119.812
35.631 119.814
35.636 119.809
35.643 119.813
35.646 119.811
35.649 119.803
35.648 119.8
35.642 119.797
35.638 119.789
35.634 119.789
35.628 119.783
35.624 119.785
35.62 119.78
35.614 119.777
35.606 119.778
35.597 119.769
35.588 119.762
35.585 119.757
35.585 119.754
35.588 119.75
35.592 119.749
35.601 119.758
35.606 119.758
35.618 119.753
35.622 119.751
35.625 119.74
35.63 119.735
35.643 119.734
35.64 119.73
35.633 119.727
35.629 119.722
35.626 119.708
35.622 119.699
35.617 119.694
35.608 119.688
35.607 119.68
35.601 119.677
35.597 119.669
35.598 119.661
35.602 119.65
35.603 119.644
35.617 119.639
35.625 119.64
35.623 119.636
35.62 119.632
35.613 119.631
35.605 119.637
35.6 119.637
35.599 119.634
35.609 119.624
35.611 119.619
35.603 119.618
35.599 119.619
35.59 119.631
35.586 119.633
35.585 119.638
35.566 119.628
35.563 119.622
35.558 119.619
35.554 119.618
35.542 119.62
35.53 119.613
35.527 119.614
35.518 119.612
35.51 119.615
35.505 119.615
35.503 119.608
35.499 119.604
35.467 119.594
35.462 119.59
35.457 119.577
35.452 119.571
35.442 119.571
35.421 119.562
35.398 119.555
35.377 119.552
35.377 119.549
35.38 119.538
35.377 119.53
35.371 119.523
35.358 119.515
35.343 119.509
35.325 119.456
35.319 119.449
35.304 119.442
35.307 119.437
35.323 119.43
35.321 119.419
35.317 119.417
35.312 119.419
35.31 119.408
35.306 119.409
35.303 119.406
35.303 119.393
35.301 119.39
35.299 119.408
35.304 119.418
35.301 119.424
35.3 119.428
35.297 119.431
35.287 119.42
35.264 119.402
35.252 119.396
35.238 119.397
35.219 119.392
35.216 119.389
35.221 119.387
35.234 119.389
35.236 119.388
35.237 119.385
35.196 119.369
35.18 119.365
35.177 119.365
35.178 119.367
35.206 119.38
35.208 119.383
35.204 119.384
35.184 119.379
35.165 119.376
35.156 119.37
35.14 119.368
35.136 119.371
35.133 119.371
35.118 119.367
35.105 119.366
35.1 119.363
35.087 119.337
35.084 119.325
35.077 119.315
35.08 119.311
35.08 119.308
35.077 119.3
35.078 119.296
35.091 119.295
35.095 119.29
35.097 119.286
35.089 119.283
35.084 119.286
35.076 119.289
35.075 119.286
35.067 119.254
35.072 119.252
35.072 119.247
35.067 119.246
35.063 119.239
35.059 119.239
35.055 119.226
35.056 119.223
35.053 119.219
35.053 119.211
35.041 119.204
35.028 119.205
35.019 119.2
35.017 119.202
35.011 119.198
35.001 119.201
35 119.201
34.965 119.195
34.919 119.195
34.92 119.19
34.93 119.179
34.93 119.176
34.928 119.175
34.913 119.19
34.911 119.191
34.895 119.186
34.886 119.174
34.859 119.175
34.851 119.169
34.85 119.174
34.833 119.181
34.818 119.194
34.812 119.195
34.792 119.207
34.782 119.208
34.77 119.207
34.756 119.206
34.758 119.215
34.767 119.219
34.771 119.223
34.772 119.233
34.768 119.242
34.755 119.258
34.747 119.263
34.739 119.28
34.737 119.304
34.738 119.314
34.746 119.328
34.752 119.33
34.755 119.329
34.763 119.325
34.765 119.329
34.767 119.345
34.766 119.361
34.754 119.367
34.75 119.371
34.746 119.377
34.743 119.387
34.742 119.396
34.744 119.423
34.738 119.445
34.732 119.458
34.727 119.474
34.719 119.47
34.71 119.476
34.705 119.477
34.703 119.467
34.699 119.462
34.687 119.457
34.685 119.451
34.675 119.452
34.67 119.455
34.662 119.469
34.643 119.496
34.631 119.509
34.617 119.533
34.613 119.537
34.596 119.566
34.587 119.591
34.584 119.592
34.578 119.6
34.568 119.629
34.562 119.639
34.556 119.648
34.553 119.649
34.551 119.648
34.541 119.64
34.538 119.639
34.529 119.643
34.523 119.643
34.531 119.661
34.525 119.668
34.525 119.672
34.527 119.68
34.525 119.687
34.531 119.695
34.53 119.717
34.527 119.721
34.526 119.736
34.52 119.749
34.518 119.756
34.516 119.758
34.513 119.77
34.508 119.778
34.497 119.789
34.491 119.788
34.488 119.785
34.483 119.786
34.476 119.78
34.467 119.778
34.441 119.785
34.434 119.784
34.418 119.78
34.414 119.783
34.424 119.789
34.444 119.794
34.471 119.784
34.475 119.788
34.476 119.794
34.47 119.805
34.471 119.817
34.466 119.832
34.466 119.845
34.462 119.879
34.459 119.894
34.454 119.9
34.454 119.917
34.449 119.944
34.445 119.953
34.44 119.969
34.432 119.982
34.432 119.99
34.434 119.993
34.433 120
34.431 120.01
34.432 120.013
34.42 120.032
34.419 120.038
34.412 120.047
34.413 120.051
34.411 120.054
34.409 120.055
34.404 120.065
34.396 120.076
34.394 120.085
34.392 120.087
34.387 120.088
34.368 120.08
34.36 120.086
34.374 120.105
34.375 120.111
34.371 120.119
34.369 120.128
34.363 120.139
34.362 120.148
34.352 120.166
34.35 120.175
34.344 120.182
34.343 120.185
34.33 120.217
34.321 120.259
34.315 120.273
34.303 120.288
34.296 120.292
34.291 120.293
34.283 120.29
34.277 120.291
34.272 120.289
34.266 120.291
34.257 120.288
34.248 120.288
34.245 120.291
34.231 120.295
34.21 120.308
34.201 120.311
34.172 120.33
34.154 120.327
34.15 120.331
34.142 120.331
34.143 120.326
34.14 120.325
34.135 120.328
34.13 120.338
34.127 120.339
34.124 120.336
34.113 120.335
34.104 120.286
34.097 120.263
34.092 120.25
34.088 120.248
34.086 120.253
34.09 120.265
34.09 120.27
34.092 120.273
34.094 120.282
34.097 120.286
34.099 120.297
34.102 120.309
34.102 120.319
34.1 120.325
34.1 120.332
34.106 120.339
34.103 120.343
34.079 120.356
34.073 120.356
34.06 120.36
34.045 120.367
34.02 120.383
34.002 120.386
33.99 120.392
33.983 120.391
33.975 120.402
33.953 120.41
33.936 120.415
33.929 120.413
33.908 120.421
33.898 120.428
33.892 120.435
33.883 120.44
33.878 120.446
33.851 120.458
33.837 120.467
33.829 120.477
33.824 120.479
33.808 120.461
33.786 120.445
33.771 120.435
33.75 120.422
33.744 120.415
33.739 120.395
33.739 120.391
33.734 120.398
33.732 120.402
33.732 120.406
33.753 120.461
33.754 120.468
33.751 120.475
33.736 120.483
33.721 120.49
33.695 120.5
33.691 120.499
33.683 120.5
33.675 120.497
33.661 120.485
33.659 120.482
33.656 120.486
33.668 120.497
33.67 120.502
33.665 120.507
33.663 120.516
33.66 120.522
33.633 120.537
33.632 120.543
33.629 120.546
33.625 120.543
33.623 120.536
33.623 120.513
33.621 120.507
33.622 120.498
33.619 120.498
33.585 120.515
33.572 120.528
33.558 120.539
33.546 120.543
33.54 120.542
33.526 120.536
33.522 120.538
33.52 120.547
33.508 120.569
33.51 120.591
33.508 120.592
33.481 120.586
33.474 120.588
33.433 120.588
33.418 120.591
33.408 120.588
33.391 120.648
33.386 120.654
33.349 120.658
33.337 120.655
33.329 120.656
33.293 120.67
33.282 120.679
33.279 120.686
33.278 120.697
33.275 120.706
33.271 120.71
33.245 120.724
33.235 120.725
33.211 120.729
33.196 120.73
33.189 120.728
33.186 120.725
33.185 120.714
33.186 120.713
33.182 120.708
33.177 120.704
33.17 120.695
33.167 120.695
33.149 120.701
33.119 120.716
33.112 120.719
33.104 120.723
33.098 120.729
33.093 120.737
33.089 120.741
33.088 120.745
33.056 120.772
33.049 120.784
33.044 120.787
33.039 120.792
33.028 120.769
33.001 120.79
32.994 120.8
32.992 120.812
32.984 120.828
32.979 120.834
32.971 120.837
32.959 120.836
32.944 120.839
32.931 120.837
32.925 120.839
32.907 120.855
32.899 120.858
32.857 120.864
32.849 120.862
32.82 120.821
32.812 120.816
32.788 120.809
32.762 120.816
32.755 120.817
32.75 120.84
32.731 120.842
32.728 120.847
32.715 120.881
32.687 120.885
32.679 120.898
32.664 120.902
32.655 120.901
32.65 120.897
32.643 120.876
32.641 120.847
32.639 120.845
32.631 120.843
32.627 120.832
32.618 120.831
32.616 120.834
32.616 120.846
32.613 120.85
32.611 120.853
32.608 120.861
32.607 120.869
32.609 120.873
32.616 120.879
32.616 120.883
32.609 120.898
32.603 120.906
32.6 120.917
32.597 120.917
32.592 120.912
32.59 120.913
32.584 120.922
32.565 120.953
32.561 120.958
32.554 120.96
32.55 120.959
32.547 120.96
32.543 120.967
32.532 120.972
32.527 120.976
32.52 120.971
32.518 120.976
32.541 120.979
32.543 120.982
32.544 120.988
32.543 120.99
32.533 121.017
32.533 121.039
32.524 121.066
32.522 121.077
32.511 121.106
32.504 121.127
32.491 121.153
32.483 121.155
32.48 121.158
32.479 121.164
32.475 121.166
32.46 121.159
32.456 121.161
32.455 121.163
32.471 121.174
32.473 121.18
32.442 121.259
32.441 121.265
32.443 121.269
32.442 121.274
32.436 121.289
32.423 121.31
32.421 121.318
32.408 121.336
32.4 121.353
32.397 121.357
32.391 121.358
32.38 121.355
32.376 121.35
32.375 121.34
32.286 121.349
32.282 121.358
32.279 121.36
32.275 121.371
32.27 121.38
32.264 121.383
32.261 121.383
32.258 121.384
32.251 121.378
32.25 121.374
32.251 121.353
32.241 121.339
32.211 121.345
32.208 121.343
32.206 121.337
32.205 121.31
32.201 121.316
32.2 121.323
32.202 121.353
32.197 121.355
32.197 121.363
32.182 121.364
32.176 121.37
32.176 121.385
32.181 121.402
32.179 121.404
32.17 121.415
32.143 121.418
32.14 121.414
32.128 121.416
32.118 121.416
32.12 121.437
32.116 121.449
32.118 121.456
32.118 121.461
32.111 121.465
32.112 121.47
32.12 121.475
32.117 121.512
32.114 121.524
32.108 121.534
32.107 121.543
32.1 121.556
32.098 121.564
32.085 121.594
32.082 121.606
