segment Iran
35.065 61.121
35.063 61.118
35.05 61.114
35.041 61.113
35.025 61.11
35.019 61.111
35.014 61.119
35.01 61.118
35.009 61.113
35.006 61.115
35 61.115
34.998 61.115
34.997 61.111
34.996 61.107
34.986 61.108
34.981 61.101
34.978 61.097
34.973 61.098
34.968 61.101
34.953 61.094
34.951 61.093
34.951 61.086
34.948 61.082
34.945 61.082
34.943 61.086
34.933 61.075
34.931 61.07
34.93 61.066
34.925 61.069
34.919 61.073
34.917 61.074
34.915 61.069
34.913 61.067
34.911 61.07
34.906 61.074
34.901 61.073
34.894 61.07
34.88 61.079
34.873 61.082
34.869 61.08
34.869 61.071
34.868 61.07
34.865 61.073
34.861 61.069
34.861 61.074
34.857 61.075
34.851 61.075
34.843 61.077
34.839 61.077
34.837 61.073
34.837 61.067
34.833 61.065
34.829 61.068
34.823 61.073
34.808 61.068
34.773 61.052
34.722 61.013
34.704 61.002
34.665 61.005
34.64 61
34.633 60.998
34.625 60.976
34.626 60.948
34.627 60.933
34.62 60.92
34.572 60.9
34.556 60.875
34.549 60.854
34.55 60.819
34.532 60.755
34.523 60.746
34.491 60.78
34.471 60.807
34.436 60.824
34.419 60.844
34.41 60.854
34.392 60.85
34.372 60.858
34.347 60.885
34.321 60.911
34.301 60.918
34.296 60.912
34.307 60.867
34.306 60.793
34.309 60.751
34.308 60.727
34.312 60.706
34.311 60.694
34.303 60.677
34.28 60.667
34.259 60.641
34.228 60.611
34.213 60.591
34.175 60.567
34.152 60.562
34.09 60.487
34.079 60.478
34.062 60.483
33.817 60.567
33.773 60.559
33.748 60.551
33.73 60.55
33.718 60.559
33.565 60.643
33.539 60.666
33.532 60.687
33.529 60.716
33.537 60.901
33.514 60.941
33.495 60.945
33.496 60.933
33.5 60.895
33.486 60.863
33.457 60.868
33.425 60.87
33.404 60.839
33.224 60.628
33.143 60.586
33.114 60.594
32.961 60.648
32.883 60.668
32.689 60.718
32.479 60.819
32.355 60.841
32.199 60.877
32.054 60.834
32.034 60.821
32 60.829
31.946 60.829
31.926 60.827
31.889 60.824
31.801 60.833
31.773 60.836
31.736 60.838
31.675 60.831
31.666 60.83
31.633 60.832
31.56 60.842
31.55 60.844
31.492 60.857
31.482 60.934
31.463 61.079
31.445 61.224
31.426 61.37
31.407 61.515
31.388 61.66
31.385 61.683
31.376 61.713
31.359 61.734
31.333 61.756
31.312 61.765
31.303 61.769
31.279 61.773
31.25 61.773
31.232 61.779
31.193 61.802
31.17 61.815
31.139 61.814
31.121 61.817
31.105 61.826
31.087 61.839
31.075 61.842
31.059 61.844
31.041 61.846
30.974 61.833
30.956 61.815
30.927 61.787
30.91 61.784
30.881 61.794
30.86 61.797
30.841 61.804
30.831 61.8
30.824 61.788
30.814 61.779
30.797 61.767
30.7 61.673
30.604 61.579
30.507 61.486
30.41 61.393
30.313 61.3
30.307 61.294
30.215 61.208
30.117 61.116
30.019 61.025
30 61.007
29.921 60.934
29.862 60.879
29.761 60.965
29.66 61.052
29.573 61.126
29.559 61.139
29.502 61.193
29.465 61.235
29.396 61.311
29.376 61.337
29.349 61.373
29.335 61.377
29.316 61.373
29.283 61.358
29.269 61.364
29.221 61.383
29.214 61.391
29.209 61.399
29.201 61.422
29.194 61.429
29.169 61.42
29.156 61.415
29.141 61.413
29.136 61.416
29.128 61.444
29.122 61.459
29.114 61.471
29.103 61.478
29.081 61.479
29.078 61.481
29.056 61.503
29.048 61.506
29.019 61.503
29.008 61.504
28.971 61.539
28.963 61.547
28.942 61.563
28.914 61.574
28.864 61.613
28.856 61.62
28.822 61.64
28.795 61.666
28.771 61.681
28.761 61.694
28.738 61.721
28.68 61.778
28.666 61.788
28.656 61.796
28.64 61.804
28.633 61.823
28.597 61.87
28.584 61.892
28.574 61.909
28.549 61.958
28.541 61.993
28.529 62.016
28.527 62.018
28.508 62.043
28.485 62.116
28.489 62.149
28.49 62.152
28.488 62.171
28.479 62.202
28.466 62.24
28.466 62.269
28.465 62.287
28.463 62.296
28.441 62.35
28.438 62.373
28.418 62.417
28.418 62.418
28.407 62.44
28.376 62.472
28.331 62.503
28.325 62.512
28.322 62.516
28.31 62.542
28.279 62.573
28.255 62.592
28.258 62.62
28.259 62.631
28.279 62.772
28.281 62.787
28.277 62.792
28.209 62.797
28.171 62.791
28.103 62.781
28.046 62.771
28.032 62.768
28.015 62.772
27.978 62.79
27.924 62.796
27.914 62.797
27.852 62.808
27.805 62.82
27.8 62.821
27.735 62.83
27.674 62.836
27.647 62.839
27.549 62.851
27.543 62.852
27.465 62.855
27.425 62.84
27.34 62.807
27.319 62.828
27.311 62.831
27.305 62.833
27.286 62.823
27.251 62.781
27.234 62.783
27.222 62.798
27.216 62.811
27.212 62.821
27.213 62.844
27.217 62.878
27.211 62.892
27.199 62.909
27.193 62.944
27.192 62.952
27.195 62.977
27.233 63.059
27.234 63.075
27.234 63.116
27.241 63.184
27.227 63.211
27.192 63.28
27.179 63.299
27.148 63.313
27.139 63.317
27.129 63.313
27.122 63.303
27.116 63.29
27.102 63.273
27.083 63.256
27.046 63.256
26.929 63.257
26.921 63.261
26.889 63.276
26.875 63.281
26.865 63.276
26.85 63.205
26.849 63.203
26.843 63.192
26.768 63.203
26.738 63.2
26.731 63.197
26.67 63.173
26.647 63.169
26.644 63.162
26.645 63.157
26.645 63.128
26.644 63.09
26.638 63.051
26.652 63.002
26.653 62.986
26.653 62.953
26.653 62.947
26.646 62.919
26.648 62.84
26.652 62.822
26.652 62.814
26.652 62.803
26.652 62.779
26.648 62.761
26.639 62.737
26.634 62.732
26.624 62.726
26.62 62.721
26.617 62.71
26.613 62.697
26.613 62.685
26.617 62.661
26.609 62.648
26.599 62.638
26.585 62.608
26.583 62.582
26.578 62.53
26.581 62.512
26.57 62.478
26.568 62.463
26.57 62.441
26.568 62.435
26.544 62.411
26.539 62.404
26.538 62.397
26.54 62.361
26.536 62.353
26.531 62.343
26.529 62.334
26.529 62.315
26.524 62.306
26.514 62.299
26.499 62.296
26.494 62.297
26.485 62.305
26.477 62.309
26.468 62.302
26.455 62.29
26.447 62.283
26.446 62.27
26.449 62.258
26.446 62.256
26.432 62.265
26.413 62.265
26.387 62.291
26.371 62.292
26.358 62.283
26.358 62.264
26.365 62.238
26.366 62.233
26.369 62.2
26.389 62.145
26.39 62.132
26.38 62.128
26.364 62.128
26.33 62.128
26.317 62.121
26.314 62.107
26.315 62.061
26.305 62.038
26.28 61.987
26.269 61.958
26.26 61.909
26.26 61.907
26.247 61.871
26.228 61.848
26.171 61.833
26.168 61.833
26.043 61.81
25.994 61.802
25.926 61.791
25.919 61.79
25.886 61.783
25.871 61.78
25.851 61.782
25.818 61.78
25.802 61.769
25.801 61.763
25.798 61.749
25.796 61.718
25.799 61.689
25.759 61.691
25.74 61.69
25.718 61.69
25.704 61.705
25.686 61.707
25.672 61.704
25.663 61.689
25.654 61.681
25.63 61.678
25.512 61.667
25.504 61.667
25.422 61.67
25.378 61.667
25.333 61.664
25.297 61.656
25.274 61.645
25.257 61.636
25.245 61.629
25.195 61.61
25.187 61.599
25.184 61.59
25.185 61.569
25.188 61.567
25.192 61.568
25.199 61.599
25.202 61.604
25.204 61.603
25.203 61.59
25.207 61.586
25.22 61.583
25.22 61.579
25.21 61.572
25.211 61.569
25.218 61.563
25.222 61.562
25.223 61.567
25.239 61.571
25.24 61.57
25.236 61.565
25.238 61.557
25.237 61.546
25.239 61.542
25.238 61.535
25.235 61.533
25.233 61.534
25.232 61.537
25.231 61.548
25.228 61.557
25.225 61.544
25.224 61.545
25.222 61.555
25.219 61.556
25.216 61.555
25.212 61.553
25.21 61.551
25.209 61.542
25.206 61.537
25.207 61.532
25.207 61.528
25.201 61.534
25.198 61.541
25.203 61.544
25.205 61.547
25.203 61.549
25.196 61.551
25.193 61.556
25.189 61.551
25.187 61.543
25.19 61.538
25.196 61.536
25.197 61.534
25.193 61.52
25.194 61.5
25.191 61.505
25.19 61.528
25.181 61.498
25.177 61.489
25.179 61.488
25.188 61.491
25.192 61.49
25.192 61.488
25.187 61.481
25.189 61.469
25.185 61.454
25.183 61.457
25.183 61.464
25.183 61.475
25.179 61.478
25.165 61.481
25.164 61.485
25.172 61.491
25.165 61.493
25.158 61.492
25.152 61.488
25.144 61.479
25.127 61.473
25.124 61.473
25.116 61.478
25.112 61.474
25.107 61.474
25.106 61.471
25.105 61.463
25.102 61.447
25.098 61.438
25.091 61.41
25.087 61.405
25.083 61.402
25.078 61.403
25.074 61.406
25.067 61.418
25.064 61.415
25.072 61.393
25.075 61.375
25.08 61.351
25.093 61.3
25.112 61.244
25.112 61.243
25.126 61.181
25.131 61.176
25.139 61.177
25.148 61.171
25.149 61.176
25.154 61.179
25.16 61.177
25.167 61.167
25.173 61.153
25.182 61.134
25.202 61.061
25.212 61.021
25.226 60.962
25.237 60.9
25.239 60.886
25.243 60.853
25.252 60.84
25.259 60.79
25.263 60.781
25.268 60.753
25.269 60.747
25.273 60.742
25.279 60.657
25.283 60.628
25.286 60.617
25.288 60.606
25.291 60.604
25.294 60.607
25.297 60.615
25.301 60.619
25.307 60.621
25.313 60.619
25.341 60.604
25.351 60.591
25.353 60.591
25.359 60.598
25.368 60.602
25.379 60.604
25.383 60.603
25.385 60.603
25.404 60.593
25.408 60.596
25.411 60.594
25.411 60.59
25.416 60.593
25.418 60.586
25.432 60.569
25.438 60.559
25.446 60.532
25.446 60.509
25.445 60.5
25.443 60.487
25.436 60.462
25.42 60.43
25.381 60.401
25.379 60.4
25.361 60.394
25.35 60.396
25.346 60.399
25.343 60.405
25.34 60.429
25.337 60.44
25.332 60.447
25.32 60.439
25.318 60.44
25.312 60.45
25.306 60.455
25.304 60.461
25.301 60.463
25.297 60.464
25.292 60.459
25.299 60.442
25.304 60.421
25.316 60.418
25.318 60.415
25.321 60.394
25.332 60.348
25.336 60.329
25.337 60.31
25.34 60.306
25.356 60.294
25.36 60.305
25.364 60.308
25.389 60.294
25.39 60.295
25.39 60.298
25.375 60.311
25.372 60.313
25.369 60.317
25.368 60.323
25.371 60.326
25.377 60.323
25.384 60.318
25.386 60.316
25.387 60.309
25.397 60.3
25.402 60.305
25.404 60.304
25.404 60.29
25.406 60.286
25.403 60.285
25.393 60.29
25.391 60.287
25.393 60.27
25.393 60.255
25.393 60.252
25.389 60.23
25.384 60.214
25.378 60.201
25.375 60.198
25.352 60.185
25.349 60.187
25.346 60.197
25.343 60.202
25.337 60.204
25.334 60.207
25.329 60.197
25.33 60.192
25.331 60.188
25.338 60.176
25.34 60.143
25.345 60.127
25.352 60.11
25.358 60.104
25.362 60.105
25.363 60.108
25.367 60.111
25.373 60.108
25.377 60.104
25.382 60.088
25.382 60.087
25.384 60.071
25.384 60.01
25.382 60
25.376 59.956
25.375 59.95
25.374 59.942
25.364 59.91
25.358 59.896
25.359 59.892
25.364 59.897
25.37 59.913
25.377 59.921
25.38 59.928
25.386 59.96
25.386 59.962
25.389 59.965
25.39 59.958
25.389 59.942
25.385 59.918
25.379 59.9
25.374 59.893
25.368 59.889
25.359 59.887
25.349 59.891
25.346 59.894
25.346 59.884
25.351 59.884
25.356 59.882
25.357 59.881
25.359 59.877
25.361 59.868
25.368 59.859
25.371 59.85
25.38 59.841
25.384 59.841
25.389 59.845
25.399 59.842
25.403 59.836
25.405 59.828
25.408 59.777
25.408 59.77
25.415 59.78
25.419 59.777
25.408 59.765
25.408 59.745
25.403 59.704
25.403 59.693
25.407 59.69
25.407 59.688
25.401 59.68
25.4 59.673
25.395 59.649
25.393 59.631
25.392 59.601
25.4 59.568
25.406 59.552
25.414 59.54
25.417 59.535
25.43 59.52
25.445 59.512
25.467 59.484
25.475 59.459
25.477 59.444
25.476 59.429
25.475 59.418
25.469 59.396
25.474 59.391
25.475 59.381
25.476 59.379
25.49 59.366
25.496 59.366
25.494 59.354
25.484 59.359
25.482 59.358
25.483 59.352
25.481 59.35
25.476 59.352
25.471 59.359
25.471 59.367
25.471 59.375
25.469 59.38
25.468 59.381
25.465 59.374
25.463 59.338
25.457 59.297
25.456 59.284
25.446 59.262
25.442 59.254
25.454 59.246
25.457 59.252
25.458 59.257
25.462 59.263
25.463 59.284
25.466 59.288
25.469 59.284
25.472 59.269
25.467 59.251
25.469 59.249
25.475 59.254
25.483 59.249
25.488 59.253
25.489 59.253
25.497 59.255
25.502 59.26
25.505 59.257
25.504 59.25
25.496 59.242
25.494 59.239
25.496 59.234
25.503 59.23
25.503 59.227
25.499 59.22
25.504 59.219
25.519 59.224
25.52 59.223
25.52 59.221
25.511 59.216
25.496 59.215
25.493 59.218
25.482 59.214
25.477 59.213
25.471 59.206
25.456 59.178
25.451 59.155
25.452 59.153
25.456 59.152
25.461 59.155
25.47 59.164
25.471 59.166
25.47 59.172
25.473 59.176
25.487 59.184
25.49 59.189
25.491 59.193
25.474 59.192
25.474 59.196
25.489 59.204
25.493 59.209
25.498 59.211
25.513 59.208
25.521 59.214
25.523 59.209
25.514 59.192
25.513 59.188
25.514 59.183
25.513 59.177
25.503 59.164
25.501 59.162
25.497 59.172
25.494 59.174
25.492 59.172
25.491 59.162
25.486 59.156
25.468 59.147
25.469 59.143
25.479 59.139
25.488 59.143
25.494 59.136
25.495 59.132
25.491 59.129
25.485 59.134
25.479 59.129
25.473 59.135
25.469 59.136
25.466 59.135
25.451 59.128
25.449 59.137
25.441 59.132
25.438 59.126
25.438 59.115
25.446 59.102
25.454 59.097
25.456 59.098
25.458 59.104
25.466 59.108
25.469 59.107
25.469 59.105
25.46 59.093
25.454 59.091
25.448 59.092
25.445 59.096
25.434 59.111
25.429 59.115
25.423 59.116
25.422 59.119
25.421 59.125
25.427 59.14
25.434 59.152
25.442 59.162
25.443 59.183
25.447 59.197
25.457 59.209
25.458 59.21
25.467 59.215
25.468 59.219
25.457 59.226
25.45 59.237
25.448 59.236
25.446 59.232
25.444 59.216
25.431 59.162
25.424 59.145
25.408 59.105
25.409 59.091
25.406 59.083
25.416 59.076
25.416 59.071
25.412 59.051
25.411 59.037
25.414 59.023
25.415 59.019
25.417 59.015
25.427 58.996
25.438 58.984
25.499 58.931
25.506 58.924
25.516 58.913
25.527 58.893
25.534 58.874
25.543 58.834
25.545 58.83
25.55 58.833
25.559 58.821
25.563 58.81
25.564 58.804
25.57 58.803
25.574 58.797
25.578 58.784
25.58 58.777
25.58 58.768
25.568 58.696
25.569 58.687
25.573 58.692
25.576 58.697
25.58 58.7
25.583 58.698
25.581 58.696
25.579 58.687
25.572 58.683
25.571 58.68
25.572 58.67
25.589 58.618
25.596 58.584
25.601 58.552
25.604 58.548
25.607 58.551
25.608 58.557
25.616 58.562
25.626 58.565
25.629 58.564
25.63 58.562
25.628 58.559
25.622 58.559
25.616 58.556
25.617 58.553
25.621 58.552
25.631 58.555
25.639 58.56
25.641 58.559
25.64 58.555
25.637 58.552
25.632 58.55
25.621 58.545
25.623 58.54
25.619 58.534
25.618 58.517
25.608 58.497
25.607 58.493
25.612 58.491
25.625 58.494
25.631 58.493
25.632 58.492
25.629 58.489
25.614 58.487
25.608 58.485
25.613 58.479
25.612 58.476
25.606 58.475
25.602 58.472
25.6 58.467
25.602 58.461
25.605 58.459
25.612 58.459
25.615 58.451
25.61 58.451
25.602 58.455
25.595 58.454
25.592 58.453
25.591 58.446
25.599 58.408
25.6 58.385
25.6 58.383
25.602 58.383
25.604 58.388
25.605 58.406
25.61 58.411
25.612 58.41
25.614 58.406
25.614 58.393
25.615 58.387
25.617 58.382
25.627 58.376
25.629 58.372
25.629 58.365
25.626 58.358
25.62 58.349
25.617 58.34
25.616 58.331
25.619 58.324
25.618 58.323
25.612 58.321
25.61 58.314
25.611 58.311
25.615 58.303
25.616 58.299
25.61 58.297
25.61 58.292
25.606 58.287
25.607 58.284
25.617 58.28
25.61 58.275
25.607 58.27
25.604 58.237
25.6 58.227
25.59 58.21
25.592 58.204
25.591 58.201
25.583 58.206
25.581 58.205
25.58 58.204
25.58 58.199
25.585 58.189
25.59 58.181
25.591 58.174
25.596 58.167
25.594 58.166
25.59 58.166
25.587 58.17
25.583 58.183
25.579 58.185
25.575 58.176
25.574 58.165
25.579 58.158
25.579 58.152
25.58 58.15
25.588 58.149
25.587 58.147
25.581 58.145
25.579 58.136
25.579 58.135
25.575 58.133
25.569 58.134
25.568 58.132
25.58 58.112
25.575 58.108
25.57 58.113
25.569 58.11
25.57 58.101
25.568 58.1
25.562 58.12
25.558 58.124
25.555 58.124
25.555 58.121
25.564 58.093
25.568 58.087
25.575 58.072
25.597 58.034
25.6 58.034
25.599 58.048
25.602 58.051
25.611 58.052
25.613 58.055
25.615 58.068
25.618 58.071
25.62 58.07
25.619 58.055
25.617 58.05
25.616 58.049
25.604 58.043
25.604 58.038
25.62 58.04
25.622 58.038
25.623 58.031
25.627 58.022
25.623 58.018
25.616 58.027
25.612 58.028
25.608 58.027
25.608 58.023
25.626 58.007
25.646 57.993
25.655 57.986
25.658 57.988
25.647 57.997
25.647 57.999
25.649 58
25.655 57.996
25.661 57.999
25.664 57.998
25.664 57.99
25.668 57.988
25.665 57.981
25.68 57.975
25.687 57.97
25.695 57.96
25.704 57.939
25.705 57.937
25.707 57.926
25.706 57.91
25.701 57.888
25.693 57.865
25.687 57.853
25.662 57.812
25.661 57.811
25.651 57.784
25.642 57.769
25.639 57.759
25.644 57.757
25.656 57.77
25.664 57.774
25.672 57.775
25.693 57.771
25.696 57.773
25.696 57.775
25.693 57.779
25.693 57.782
25.692 57.782
25.682 57.781
25.676 57.784
25.672 57.788
25.67 57.795
25.671 57.801
25.674 57.806
25.692 57.817
25.701 57.811
25.707 57.803
25.709 57.797
25.701 57.796
25.701 57.793
25.704 57.783
25.71 57.776
25.72 57.77
25.727 57.765
25.736 57.756
25.747 57.735
25.75 57.724
25.75 57.707
25.748 57.68
25.749 57.677
25.753 57.68
25.753 57.673
25.746 57.664
25.745 57.657
25.745 57.656
25.745 57.653
25.751 57.646
25.751 57.633
25.746 57.628
25.746 57.616
25.748 57.611
25.756 57.606
25.758 57.603
25.748 57.6
25.746 57.598
25.749 57.574
25.754 57.579
25.756 57.577
25.749 57.566
25.747 57.552
25.746 57.549
25.746 57.521
25.749 57.486
25.758 57.437
25.76 57.435
25.762 57.436
25.762 57.451
25.761 57.454
25.753 57.495
25.751 57.535
25.753 57.538
25.756 57.537
25.769 57.517
25.777 57.511
25.777 57.497
25.777 57.481
25.771 57.467
25.772 57.447
25.767 57.446
25.766 57.443
25.767 57.435
25.774 57.426
25.768 57.423
25.764 57.418
25.765 57.414
25.77 57.411
25.774 57.406
25.777 57.397
25.779 57.378
25.781 57.365
25.781 57.324
25.783 57.312
25.792 57.3
25.786 57.319
25.785 57.333
25.788 57.335
25.801 57.322
25.807 57.311
25.817 57.306
25.813 57.305
25.803 57.308
25.799 57.308
25.801 57.301
25.805 57.298
25.877 57.285
25.906 57.279
25.925 57.274
25.939 57.267
25.963 57.249
25.969 57.249
25.976 57.247
25.981 57.241
25.992 57.236
25.996 57.234
26 57.23
26.003 57.222
26.002 57.213
26.007 57.207
26.011 57.194
26.013 57.193
26.023 57.198
26.029 57.198
26.043 57.191
26.044 57.187
26.049 57.183
26.06 57.185
26.072 57.182
26.079 57.186
26.082 57.186
26.084 57.185
26.09 57.181
26.1 57.183
26.15 57.217
26.158 57.22
26.175 57.215
26.178 57.212
26.179 57.203
26.181 57.2
26.188 57.195
26.189 57.194
26.195 57.194
26.2 57.187
26.208 57.183
26.212 57.173
26.24 57.138
26.257 57.127
26.271 57.123
26.287 57.12
26.304 57.118
26.313 57.119
26.323 57.11
26.326 57.11
26.326 57.118
26.329 57.121
26.335 57.115
26.343 57.118
26.347 57.11
26.355 57.099
26.356 57.095
26.349 57.094
26.348 57.092
26.356 57.083
26.364 57.093
26.366 57.096
26.369 57.096
26.377 57.092
26.374 57.086
26.37 57.086
26.367 57.084
26.367 57.081
26.387 57.072
26.394 57.072
26.411 57.067
26.441 57.064
26.443 57.061
26.447 57.059
26.452 57.065
26.455 57.067
26.456 57.067
26.461 57.066
26.466 57.059
26.465 57.055
26.464 57.053
26.457 57.049
26.457 57.047
26.458 57.046
26.49 57.059
26.494 57.063
26.492 57.065
26.477 57.059
26.474 57.06
26.474 57.062
26.488 57.083
26.491 57.085
26.492 57.08
26.484 57.071
26.486 57.069
26.507 57.074
26.53 57.078
26.53 57.08
26.536 57.082
26.538 57.079
26.542 57.078
26.566 57.079
26.594 57.076
26.616 57.074
26.665 57.066
26.697 57.056
26.717 57.048
26.778 57.024
26.783 57.025
26.789 57.031
26.791 57.031
26.79 57.021
26.825 57.009
26.834 57.006
26.86 56.982
26.884 56.958
26.896 56.949
26.898 56.963
26.902 56.97
26.902 56.953
26.906 56.953
26.908 56.951
26.906 56.941
26.907 56.937
26.917 56.932
26.923 56.932
26.919 56.941
26.929 56.932
26.965 56.907
26.969 56.91
26.97 56.914
26.959 56.921
26.955 56.924
26.954 56.925
26.952 56.933
26.946 56.943
26.948 56.945
26.967 56.929
26.971 56.929
26.976 56.934
26.976 56.938
26.964 56.956
26.969 56.957
26.981 56.941
26.991 56.939
26.997 56.94
27 56.945
27.01 56.958
27.019 56.965
27.022 56.965
27.024 56.96
27.009 56.947
27.013 56.945
27.022 56.953
27.026 56.955
27.029 56.954
27.028 56.949
27.024 56.938
27.021 56.936
27.014 56.937
27.012 56.935
27.015 56.918
27.014 56.914
27.011 56.913
27.011 56.914
26.998 56.923
26.99 56.925
26.983 56.922
27.009 56.896
27.021 56.902
27.024 56.901
27.026 56.895
27.024 56.893
27.026 56.885
27.031 56.876
27.029 56.872
27.023 56.868
27.023 56.864
27.026 56.863
27.03 56.861
27.037 56.855
27.043 56.861
27.049 56.859
27.06 56.853
27.064 56.845
27.067 56.844
27.075 56.848
27.089 56.836
27.098 56.839
27.1 56.839
27.101 56.836
27.092 56.831
27.094 56.828
27.099 56.827
27.106 56.817
27.11 56.815
27.111 56.814
27.118 56.804
27.129 56.8
27.127 56.793
27.13 56.788
27.14 56.78
27.14 56.774
27.134 56.768
27.135 56.765
27.141 56.765
27.144 56.762
27.144 56.758
27.14 56.751
27.143 56.726
27.154 56.718
27.155 56.71
27.155 56.708
27.153 56.695
27.147 56.697
27.144 56.695
27.146 56.673
27.147 56.67
27.154 56.669
27.156 56.666
27.156 56.656
27.158 56.653
27.161 56.652
27.167 56.659
27.171 56.659
27.173 56.653
27.173 56.649
27.162 56.637
27.161 56.634
27.168 56.62
27.169 56.619
27.17 56.611
27.17 56.601
27.167 56.587
27.172 56.58
27.168 56.574
27.168 56.547
27.169 56.542
27.173 56.537
27.178 56.534
27.179 56.526
27.176 56.517
27.169 56.505
27.169 56.491
27.169 56.48
27.166 56.47
27.167 56.441
27.168 56.437
27.174 56.431
27.175 56.426
27.172 56.419
27.172 56.41
27.174 56.405
27.18 56.398
27.192 56.392
27.189 56.386
27.189 56.377
27.195 56.364
27.195 56.359
27.192 56.352
27.19 56.329
27.181 56.274
27.175 56.256
27.173 56.249
27.155 56.215
27.168 56.21
27.169 56.207
27.163 56.206
27.142 56.21
27.14 56.209
27.137 56.2
27.137 56.186
27.138 56.184
27.141 56.183
27.143 56.185
27.145 56.191
27.147 56.191
27.15 56.192
27.161 56.19
27.163 56.187
27.158 56.178
27.157 56.145
27.149 56.114
27.14 56.1
27.129 56.089
27.12 56.082
27.119 56.081
27.118 56.078
27.121 56.075
27.12 56.072
27.112 56.074
27.108 56.073
27.106 56.067
27.104 56.066
27.094 56.067
27.098 56.064
27.099 56.059
27.103 56.057
27.101 56.051
27.095 56.051
27.094 56.049
27.1 56.047
27.099 56.039
27.09 56.041
27.096 56.035
27.095 56.029
27.087 56.011
27.066 55.961
27.061 55.955
27.051 55.949
27.031 55.945
27.028 55.942
27.025 55.936
27.023 55.923
27.018 55.908
27.019 55.906
27.023 55.89
27.023 55.882
27.021 55.875
27.01 55.855
27.01 55.848
27.014 55.842
27.007 55.826
27.006 55.809
26.997 55.799
27.002 55.788
27.004 55.779
27.009 55.757
26.996 55.758
26.987 55.749
26.974 55.742
26.974 55.738
26.98 55.73
26.982 55.723
26.982 55.705
26.988 55.683
26.989 55.674
26.988 55.671
26.984 55.64
26.98 55.632
26.975 55.627
26.959 55.617
26.955 55.612
26.948 55.596
26.944 55.59
26.933 55.579
26.926 55.576
26.925 55.576
26.925 55.579
26.928 55.586
26.927 55.59
26.924 55.591
26.915 55.587
26.915 55.581
26.914 55.578
26.909 55.577
26.895 55.584
26.889 55.581
26.887 55.572
26.893 55.568
26.894 55.562
26.892 55.561
26.878 55.569
26.875 55.567
26.875 55.551
26.87 55.555
26.864 55.567
26.861 55.567
26.861 55.568
26.854 55.565
26.844 55.558
26.839 55.55
26.837 55.549
26.828 55.554
26.816 55.556
26.809 55.551
26.787 55.514
26.776 55.5
26.772 55.492
26.759 55.467
26.755 55.458
26.755 55.448
26.758 55.436
26.764 55.435
26.765 55.432
26.759 55.427
26.76 55.406
26.76 55.373
26.762 55.365
26.763 55.363
26.783 55.337
26.788 55.33
26.791 55.321
26.788 55.301
26.786 55.25
26.783 55.238
26.782 55.237
26.777 55.231
26.77 55.226
26.742 55.214
26.733 55.204
26.729 55.195
26.726 55.179
26.723 55.155
26.721 55.151
26.708 55.137
26.703 55.132
26.703 55.102
26.699 55.094
26.683 55.078
26.653 55.061
26.647 55.054
26.645 55.05
26.648 55.035
26.647 55.031
26.647 55.029
26.634 55.009
26.632 55
26.624 54.972
26.619 54.962
26.596 54.937
26.581 54.914
26.563 54.886
26.557 54.879
26.548 54.874
26.538 54.855
26.531 54.85
26.522 54.845
26.52 54.843
26.519 54.838
26.524 54.825
26.523 54.816
26.521 54.809
26.519 54.805
26.499 54.787
26.499 54.78
26.512 54.746
26.516 54.728
26.516 54.684
26.515 54.679
26.514 54.672
26.505 54.641
26.504 54.629
26.505 54.616
26.507 54.61
26.51 54.605
26.519 54.599
26.557 54.582
26.562 54.579
26.574 54.571
26.581 54.565
26.591 54.553
26.601 54.527
26.603 54.514
26.6 54.505
26.599 54.483
26.597 54.476
26.59 54.462
26.59 54.46
26.588 54.451
26.589 54.433
26.593 54.425
26.595 54.4
26.608 54.381
26.65 54.355
26.651 54.355
26.694 54.325
26.713 54.306
26.713 54.312
26.719 54.311
26.724 54.315
26.726 54.313
26.722 54.302
26.719 54.298
26.719 54.292
26.722 54.287
26.725 54.286
26.732 54.282
26.729 54.28
26.728 54.277
26.731 54.266
26.727 54.254
26.717 54.231
26.717 54.225
26.713 54.217
26.707 54.186
26.711 54.176
26.713 54.159
26.713 54.156
26.719 54.133
26.717 54.119
26.722 54.096
26.726 54.084
26.731 54.075
26.743 54.042
26.752 54.028
26.757 54.02
26.759 54.008
26.757 53.998
26.758 53.989
26.757 53.979
26.754 53.97
26.749 53.961
26.729 53.938
26.724 53.929
26.723 53.917
26.725 53.903
26.726 53.895
26.725 53.879
26.714 53.843
26.712 53.828
26.726 53.766
26.725 53.745
26.723 53.737
26.717 53.728
26.712 53.724
26.705 53.722
26.704 53.718
26.707 53.714
26.73 53.696
26.741 53.685
26.751 53.66
26.772 53.608
26.784 53.585
26.795 53.573
26.804 53.56
26.815 53.54
26.831 53.511
26.846 53.492
26.858 53.482
26.868 53.478
26.883 53.476
26.915 53.478
26.922 53.478
26.947 53.477
26.961 53.472
26.977 53.46
26.98 53.454
26.98 53.436
26.991 53.418
26.994 53.398
26.994 53.394
26.993 53.366
26.998 53.358
27.024 53.297
27.028 53.281
27.035 53.268
27.038 53.264
27.042 53.249
27.048 53.234
27.046 53.225
27.047 53.218
27.055 53.208
27.065 53.18
27.075 53.161
27.076 53.145
27.08 53.139
27.081 53.137
27.084 53.125
27.09 53.116
27.092 53.11
27.093 53.095
27.096 53.087
27.094 53.074
27.095 53.068
27.107 53.041
