lat,long,log10(Mo_nk),log10(Mo_zeng_b_bound),log10(Mo_zeng_orig),log10(Mo_abm)
40.2,-120.2,14.5829378922,15.0399690269,14.976,14.842
40.2,-120.1,14.4921175487,15.0387790696,14.975,14.801
40.2,-120,14.6584788467,15.0369082229,14.974,14.871
40.2,-119.9,14.9476983354,15.0343877836,14.972,14.947
40.2,-119.8,15.1468099628,15.0312468362,14.97,14.941
40.2,-119.7,14.9653663535,15.0275534541,14.967,14.876
40.2,-119.6,15.0179093959,15.0233759381,14.964,14.861
40.2,-119.5,14.6049492747,15.0186172925,14.96,14.841
40.2,-119.4,14.7102781851,15.0132165396,14.956,14.766
40.2,-119.3,14.9407853455,15.0069791906,14.95,14.691
40.2,-119.2,14.596465138,15.0005208409,14.944,14.632
40.2,-119.1,14.3989810667,14.9955606124,14.938,14.586
40.3,-125.4,-1000,15.2238332772,14.782,15.472
40.3,-125.3,-1000,15.2587809065,15.061,15.562
40.3,-125.2,-1000,15.2930087867,15.12,15.677
40.3,-125.1,-1000,15.3323980585,15.167,15.839
40.3,-125,-1000,15.3952564809,15.164,16.093
40.3,-124.9,-1000,15.4680074433,15.363,16.086
40.3,-124.8,-1000,15.5916321596,15.524,16.063
40.3,-124.7,15.8367290995,15.5681078124,15.566,16.046
40.3,-124.6,15.9216240574,15.3575727841,15.466,16.046
40.3,-124.5,15.8696716602,15.3261924381,15.311,15.684
40.3,-124.4,15.7807492311,15.2055562057,15.386,15.464
40.3,-124.3,15.6536080242,15.3050072375,15.202,15.519
40.3,-124.2,15.6666583548,15.3942414875,15.224,15.621
40.3,-124.1,15.3437629753,15.1182647261,15.064,15.451
40.3,-124,15.7405284794,15.2152673434,15.397,15.248
40.3,-123.9,15.7641462316,15.5293148352,15.307,15.284
40.3,-123.8,15.7869997222,15.3170808861,15.305,15.275
40.3,-123.7,15.7996644261,15.236007926,15.255,15.285
40.3,-123.6,15.6700787846,15.0575139601,15.257,15.296
40.3,-123.5,15.4178037226,14.9060655448,15.276,15.212
40.3,-123.4,14.8552828643,15.1304624293,15.166,15.387
40.3,-123.3,14.9011421577,14.9970673186,14.987,15.398
40.3,-123.2,15.0262471815,14.7765486458,14.875,15.283
40.3,-123.1,14.8826326712,14.5624356227,14.704,15.191
40.3,-123,14.515635446,14.2958528706,14.478,15.226
40.3,-122.9,14.3152984529,14.0272272541,14.204,15.229
40.3,-122.8,14.3157394996,14.1047260441,13.961,15.235
40.3,-122.7,14.1928461152,14.2473348507,14.13,15.312
40.3,-122.6,14.0555312251,14.3479151865,14.292,15.404
40.3,-122.5,14.4331615558,14.4282158116,14.41,15.285
40.3,-122.4,14.8673555115,14.4997145687,14.499,15.132
40.3,-122.3,15.0241982322,14.5663667736,14.571,15.001
40.3,-122.2,15.1345914347,14.6283173933,14.63,15.044
40.3,-122.1,15.0737549981,14.6853744478,14.681,15.114
40.3,-122,14.9792159257,14.7374153007,14.725,15.135
40.3,-121.9,14.9426329872,14.7845388416,14.764,15.106
40.3,-121.8,15.0094508958,14.8269748684,14.798,15.109
40.3,-121.7,15.0571333672,14.8649439731,14.828,15.147
40.3,-121.6,15.0182010225,14.8989554282,14.855,15.168
40.3,-121.5,15.0155693064,14.9293422787,14.878,15.185
40.3,-121.4,15.0557222665,14.9566341825,14.899,15.205
40.3,-121.3,15.2321062926,14.9811342469,14.918,15.187
40.3,-121.2,15.2161395006,15.0032450548,14.934,15.128
40.3,-121.1,15.3568286552,15.023128946,14.948,15.121
40.3,-121,15.164263608,15.0410767197,14.961,15.003
40.3,-120.9,15.3282164575,15.0462609802,14.966,15.135
40.3,-120.8,15.2983508377,15.050147658,14.971,15.107
40.3,-120.7,15.452016566,15.0529246837,14.974,15.139
40.3,-120.6,15.376394442,15.0545747553,14.976,15.136
40.3,-120.5,14.7746337351,15.0552253839,14.977,14.903
40.3,-120.4,14.7752316859,15.054957596,14.978,14.984
40.3,-120.3,14.5058686835,15.0538464269,14.977,14.916
40.3,-120.2,14.6000685351,15.0521165505,14.976,14.97
40.3,-120.1,14.5408048108,15.0496443526,14.975,14.926
40.3,-120,14.564014726,15.0465341828,14.972,14.964
40.3,-119.9,14.9249044268,15.0426936182,14.969,14.962
40.3,-119.8,14.8639589627,15.0383021722,14.966,14.928
40.3,-119.7,14.8308131351,15.0333835412,14.962,14.916
40.3,-119.6,14.491515771,15.0279201364,14.958,14.899
40.3,-119.5,14.3562171342,15.0218918739,14.953,14.842
40.3,-119.4,14.8724185191,15.0152759067,14.947,14.734
40.3,-119.3,15.0120775995,15.0080889363,14.941,14.647
40.3,-119.2,14.7482112922,15.0011710149,14.934,14.578
40.3,-119.1,14.4435133193,14.9964284828,14.928,14.523
40.4,-125.4,-1000,15.2704226083,14.815,15.445
40.4,-125.3,-1000,15.3419684082,15.008,15.416
40.4,-125.2,-1000,15.3856062736,15.118,15.511
40.4,-125.1,-1000,15.4516636494,15.189,15.731
40.4,-125,-1000,15.5023178498,15.233,16.067
40.4,-124.9,-1000,15.5128177586,15.259,16.072
40.4,-124.8,14.7323455022,15.4640123662,15.276,16.043
40.4,-124.7,15.7913958742,15.6968105438,15.417,16.03
40.4,-124.6,15.875859631,15.4412393979,15.456,15.902
40.4,-124.5,15.7490712278,15.4263323017,15.435,15.548
40.4,-124.4,15.7670593455,15.3444708719,15.472,15.572
40.4,-124.3,15.6682088077,15.4858349527,15.372,15.582
40.4,-124.2,15.4856646523,15.5580482291,15.376,15.597
40.4,-124.1,15.6774426927,15.2522946401,15.208,15.461
40.4,-124,15.8138344198,15.3511583066,15.243,15.567
40.4,-123.9,15.7666656162,15.404046486,15.171,15.444
40.4,-123.8,15.7723437143,15.3783979009,15.128,15.158
40.4,-123.7,15.7982361764,15.2655488991,15.205,15.155
40.4,-123.6,15.6753933532,15.109780968,15.286,14.927
40.4,-123.5,15.5053128082,15.1774210575,15.264,14.504
40.4,-123.4,14.9745991876,15.0596391383,15.182,14.535
40.4,-123.3,14.8527848687,14.9671078429,15.013,15.103
40.4,-123.2,14.5688936961,14.7996299826,14.91,15.185
40.4,-123.1,14.355623901,14.5581443412,14.751,15.192
40.4,-123,14.1848900822,14.2927432714,14.546,15.226
40.4,-122.9,13.3756270403,14.1769589806,14.264,15.23
40.4,-122.8,13.5737764069,14.2858272528,13.697,15.237
40.4,-122.7,13.6906655733,14.4036694794,13.834,15.317
40.4,-122.6,14.1058166374,14.4928860509,14.202,15.402
40.4,-122.5,14.3671881354,14.5635166818,14.382,15.285
40.4,-122.4,14.518921722,14.6237040274,14.497,15.207
40.4,-122.3,14.7420885374,14.6774244377,14.581,15.186
40.4,-122.2,14.9941279051,14.726360389,14.646,14.872
40.4,-122.1,15.1744668589,14.7712272566,14.699,14.656
40.4,-122,15.2342894469,14.8123852008,14.743,14.872
40.4,-121.9,15.291013454,14.8500823277,14.781,15.109
40.4,-121.8,15.3109056294,14.8844214946,14.814,15.136
40.4,-121.7,15.18704104,14.9156055882,14.843,15.18
40.4,-121.6,15.2754726011,14.9438406264,14.868,15.201
40.4,-121.5,15.311202699,14.969462508,14.89,15.219
40.4,-121.4,15.3390338409,14.9926595381,14.91,15.237
40.4,-121.3,15.3626709297,15.0136376125,14.927,15.204
40.4,-121.2,15.3520280748,15.0326187609,14.941,15.22
40.4,-121.1,15.4074928795,15.0497605518,14.954,15.273
40.4,-121,15.2734874097,15.0653182378,14.966,15.273
40.4,-120.9,15.2530228336,15.068371418,14.97,15.337
40.4,-120.8,15.1893780058,15.0702595774,14.974,15.354
40.4,-120.7,15.2013971243,15.07107155,14.976,15.353
40.4,-120.6,14.935109064,15.0709240315,14.977,15.189
40.4,-120.5,15.0114012599,15.0698899965,14.977,15.196
40.4,-120.4,14.626278761,15.0680002261,14.976,15.173
40.4,-120.3,14.4730780298,15.0653929616,14.975,15.109
40.4,-120.2,14.512871092,15.0621681734,14.973,15.07
40.4,-120.1,14.5122039524,15.0583500922,14.97,15.039
40.4,-120,14.7785347078,15.0537696896,14.967,15.03
40.4,-119.9,14.7592673539,15.0485583249,14.963,15.02
40.4,-119.8,14.7482112922,15.0427329796,14.958,14.942
40.4,-119.7,14.6262684924,15.0364691989,14.953,14.943
40.4,-119.6,14.6299801277,15.0296678027,14.947,14.906
40.4,-119.5,14.8523579837,15.0223458763,14.941,14.816
40.4,-119.4,14.5475285765,15.0144365278,14.934,14.702
40.4,-119.3,14.6468838316,15.0062092405,14.927,14.609
40.4,-119.2,14.6894154214,14.9986690214,14.919,14.533
40.4,-119.1,14.4836015593,14.993947383,14.914,14.472
40.5,-125.4,-1000,15.2969940767,14.712,15.422
40.5,-125.3,-1000,15.295677034,14.983,15.344
40.5,-125.2,-1000,15.3763031558,15.131,15.36
40.5,-125.1,-1000,15.44120795,15.219,15.715
40.5,-125,-1000,15.4873363799,15.267,16.052
40.5,-124.9,14.2887856124,15.5035864213,15.298,16.052
40.5,-124.8,15.8611997497,15.4850396454,15.331,16.05
40.5,-124.7,15.8944157617,15.5931530994,15.354,15.972
40.5,-124.6,15.723964377,15.4952112045,15.437,15.739
40.5,-124.5,15.6534247836,15.4958910797,15.444,15.539
40.5,-124.4,15.5358888101,15.4148396983,15.409,15.522
40.5,-124.3,15.5817335377,15.6535790966,15.518,15.546
40.5,-124.2,15.7223541731,15.3135297732,15.095,15.509
40.5,-124.1,15.7629035285,15.4148062795,14.984,15.418
40.5,-124,15.9024761124,15.4675933082,15.003,15.378
40.5,-123.9,15.9117646637,15.4487063199,15.019,15.277
40.5,-123.8,15.8071221845,15.3544926006,15.023,15.255
40.5,-123.7,15.7053247845,15.2278096041,15.138,15.252
40.5,-123.6,15.6728456787,15.1993437187,15.294,14.975
40.5,-123.5,15.4367667392,15.2282720021,15.232,14.504
40.5,-123.4,14.9464719159,15.207391978,15.152,14.591
40.5,-123.3,14.7304754165,15.1099495802,15.048,14.848
40.5,-123.2,14.6558104945,14.9378888397,14.922,14.926
40.5,-123.1,14.5987029827,14.7100750342,14.773,15.008
40.5,-123,14.5286725016,14.5244480526,14.596,15.061
40.5,-122.9,14.4715557288,14.5111611638,14.367,15.123
40.5,-122.8,14.3809344633,14.5332507956,14.091,15.183
40.5,-122.7,14.4166405073,14.5662960436,14.064,15.259
40.5,-122.6,14.4978967429,14.6231562173,14.242,15.271
40.5,-122.5,14.6647077728,14.6803627126,14.401,15.191
40.5,-122.4,14.6912583581,14.7288567852,14.514,15.152
40.5,-122.3,14.7716683065,14.7717270793,14.597,14.962
40.5,-122.2,14.8969889244,14.8106357003,14.662,14.768
40.5,-122.1,14.9986864462,14.8462504921,14.714,14.578
40.5,-122,15.1121356027,14.8790557183,14.758,14.731
40.5,-121.9,15.2110136906,14.9092885242,14.795,14.629
40.5,-121.8,15.1943200453,14.9370211282,14.826,14.545
40.5,-121.7,15.3605744814,14.9624545759,14.853,14.625
40.5,-121.6,15.490997294,14.985628529,14.877,14.79
40.5,-121.5,15.4877462451,15.0068937079,14.898,14.919
40.5,-121.4,15.4761647543,15.0262471815,14.916,14.935
40.5,-121.3,15.4856788465,15.0438729124,14.931,15.054
40.5,-121.2,15.1039062981,15.0598283816,14.945,15.219
40.5,-121.1,15.2565493822,15.074231138,14.957,15.221
40.5,-121,15.3963039838,15.0873199122,14.967,15.305
40.5,-120.9,15.3684542467,15.0881715399,14.97,15.374
40.5,-120.8,15.3445298112,15.0879942551,14.972,15.372
40.5,-120.7,14.9580954144,15.0868223571,14.973,15.28
40.5,-120.6,14.5873404784,15.0848264167,14.973,15.294
40.5,-120.5,14.3782706831,15.0819950253,14.973,15.277
40.5,-120.4,14.1272344192,15.0784205649,14.971,15.161
40.5,-120.3,14.27404233,15.0741579197,14.968,15.121
40.5,-120.2,14.2504200023,15.0692980121,14.965,15.101
40.5,-120.1,14.6152238681,15.0638960381,14.961,15.071
40.5,-120,14.6817656931,15.0578562087,14.956,15.062
40.5,-119.9,14.8253676886,15.0511525224,14.951,15.032
40.5,-119.8,14.8061528297,15.0438336541,14.945,14.938
40.5,-119.7,14.7572289603,15.0361096671,14.939,14.938
40.5,-119.6,14.9222997758,15.0278386782,14.931,14.882
40.5,-119.5,14.9802943196,15.0191162904,14.924,14.776
40.5,-119.4,14.3964085952,15.0098331786,14.916,14.662
40.5,-119.3,14.6253433239,15.0004774614,14.907,14.568
40.5,-119.2,14.9107844348,14.9922220375,14.899,14.489
40.5,-119.1,14.7596753976,14.9874517455,14.894,14.427
40.6,-125.3,-1000,15.2483166403,14.993,15.305
40.6,-125.2,-1000,15.3356384013,15.16,15.316
40.6,-125.1,-1000,15.4025193026,15.246,15.765
40.6,-125,-1000,15.4455575024,15.263,16.013
40.6,-124.9,15.4654274685,15.466704544,15.267,16.019
40.6,-124.8,15.7718005342,15.4516175957,15.24,16.023
40.6,-124.7,15.9649899132,15.3939260066,15.192,15.928
40.6,-124.6,15.898313723,15.4988892274,15.309,15.739
40.6,-124.5,15.7833532196,15.4790711958,15.328,15.545
40.6,-124.4,15.6682367771,15.3873008224,15.307,15.429
40.6,-124.3,15.8226256788,15.3504030958,15.041,15.307
40.6,-124.2,15.7969349393,15.4711009317,15.054,15.104
40.6,-124.1,15.6455401614,15.5313256096,15.061,15.094
40.6,-124,15.8737448055,15.514773474,15.064,15
40.6,-123.9,15.9350182834,15.4269177139,15.074,15.087
40.6,-123.8,15.815418345,15.2894774663,15.079,15.093
40.6,-123.7,15.6227423177,15.2780673309,15.255,15.356
40.6,-123.6,15.6004937102,15.3224880605,15.189,15.343
40.6,-123.5,15.3583917586,15.3292961591,15.13,15.3
40.6,-123.4,14.8844328288,15.2736493347,15.062,15.132
40.6,-123.3,14.7822432332,15.1633999328,14.973,15.093
40.6,-123.2,14.7299742857,14.9763178758,14.859,15.066
40.6,-123.1,14.6627389489,14.782529953,14.72,15.044
40.6,-123,14.6405708706,14.7130366909,14.547,15.044
40.6,-122.9,14.6176397727,14.6892822145,14.383,15.069
40.6,-122.8,14.5885630067,14.6912583581,14.266,15.107
40.6,-122.7,14.6012014116,14.7045365755,14.235,15.131
40.6,-122.6,14.6587933768,14.7264500847,14.336,15.125
40.6,-122.5,14.7248900028,14.7735158406,14.456,15.071
40.6,-122.4,14.7896441596,14.813440871,14.551,14.978
40.6,-122.3,14.8536434653,14.8485339516,14.626,14.853
40.6,-122.2,14.9508076868,14.8802017205,14.686,14.696
40.6,-122.1,15.0155693064,14.9090369191,14.734,14.684
40.6,-122,15.1170059966,14.9355727577,14.774,14.666
40.6,-121.9,15.1142439137,14.9600710237,14.808,14.352
40.6,-121.8,15.1008183957,14.9826194338,14.837,14.64
40.6,-121.7,15.1510632534,15.003374354,14.863,14.923
40.6,-121.6,15.2960286361,15.0222633657,14.884,14.904
40.6,-121.5,15.4097302926,15.0396916616,14.903,14.878
40.6,-121.4,15.4152739094,15.0555694401,14.92,14.84
40.6,-121.3,15.243955302,15.0700748263,14.934,15.136
40.6,-121.2,14.6760897492,15.0831800041,14.946,15.291
40.6,-121.1,14.7430705447,15.0949949009,14.956,15.328
40.6,-121,15.0709609158,15.1056123597,14.965,15.296
40.6,-120.9,15.2088442893,15.1042138842,14.967,15.295
40.6,-120.8,15.0313680629,15.1019188337,14.968,15.256
40.6,-120.7,14.0954831858,15.0987821243,14.967,15.227
40.6,-120.6,13.7032397757,15.0949251011,14.966,15.223
40.6,-120.5,13.7696431393,15.0903638795,14.964,15.175
40.6,-120.4,13.7881542245,15.0850764115,14.961,15.137
40.6,-120.3,13.8268778287,15.0790364571,14.957,15.098
40.6,-120.2,14.1145109048,15.072433726,14.952,15.088
40.6,-120.1,14.8107297223,15.0653556013,14.947,15.061
40.6,-120,14.8992293723,15.0577421558,14.941,15.061
40.6,-119.9,14.9620708629,15.0494893719,14.934,14.983
40.6,-119.8,14.9159377527,15.0406814394,14.926,14.928
40.6,-119.7,14.9668876089,15.0313276578,14.918,14.919
40.6,-119.6,14.9324078037,15.0214787323,14.91,14.828
40.6,-119.5,14.8427340189,15.0112320103,14.901,14.719
40.6,-119.4,14.9212389477,15.0004774614,14.891,14.609
40.6,-119.3,14.8992129405,14.9898056509,14.881,14.517
40.6,-119.2,14.8340772018,14.9807939316,14.873,14.443
40.6,-119.1,14.8112397728,14.9758957272,14.868,14.384
40.7,-125.3,-1000,15.1925116995,15.217,15.337
40.7,-125.2,-1000,15.2813515817,15.238,15.341
40.7,-125.1,-1000,15.3538200949,15.242,15.657
40.7,-125,-1000,15.401072973,15.233,15.842
40.7,-124.9,15.7691556907,15.4243915544,15.222,15.849
40.7,-124.8,16.0353897092,15.3451383831,14.763,15.839
40.7,-124.7,16.0514612443,15.4074588905,14.996,15.784
40.7,-124.6,15.9512063362,15.4402949711,15.087,15.68
40.7,-124.5,15.6661621626,15.3948717626,15.094,15.542
40.7,-124.4,15.639386869,15.3557962135,14.993,15.424
40.7,-124.3,15.5716622562,15.5010181598,15.039,15.307
40.7,-124.2,15.4146224299,15.5776755893,15.076,15.152
40.7,-124.1,15.5951102558,15.5747833932,15.104,15.019
40.7,-124,15.7807923994,15.4934719928,15.066,14.853
40.7,-123.9,15.8703043924,15.3564274417,15.1,15.023
40.7,-123.8,15.5763067896,15.3475056495,15.216,15.604
40.7,-123.7,15.5283252461,15.3862135037,15.108,15.629
40.7,-123.6,15.360669134,15.3954312402,15.019,15.527
40.7,-123.5,15.1712582747,15.3541852986,14.996,15.364
40.7,-123.4,14.8498307851,15.2590201741,14.955,15.279
40.7,-123.3,14.7777457196,15.1215598442,14.882,15.254
40.7,-123.2,14.7432353043,14.9569747774,14.787,15.219
40.7,-123.1,14.7057440083,14.8559853026,14.68,15.163
40.7,-123,14.6949297018,14.8114409437,14.564,15.07
40.7,-122.9,14.6912583581,14.7938532202,14.449,15.026
40.7,-122.8,14.685705919,14.7926647889,14.376,15.03
40.7,-122.7,14.7162872126,14.7995266358,14.431,15.017
40.7,-122.6,14.736651426,14.8115548992,14.478,14.992
40.7,-122.5,14.7954698497,14.8423970324,14.543,14.94
40.7,-122.4,14.8446883692,14.876893013,14.617,14.838
40.7,-122.3,14.9116369331,14.9069650122,14.677,14.828
40.7,-122.2,14.9725268179,14.9337858259,14.726,14.831
40.7,-122.1,15.0293025936,14.9579614733,14.766,14.854
40.7,-122,15.1051012445,14.9800261089,14.8,14.706
40.7,-121.9,15.1149110841,15.0002604985,14.829,14.329
40.7,-121.8,15.0696311026,15.018825278,14.854,14.408
40.7,-121.7,14.8758422907,15.0358698137,14.875,14.812
40.7,-121.6,15.2698397096,15.0514226661,14.894,14.735
40.7,-121.5,15.4743036971,15.0655797147,14.91,14.729
40.7,-121.4,15.3648135563,15.0784568181,14.924,14.672
40.7,-121.3,15.0728378747,15.0901522006,14.935,15.402
40.7,-121.2,14.7221565944,15.1006806447,14.945,15.458
40.7,-121.1,14.7081488497,15.1100844229,14.954,15.41
40.7,-121,15.2336052192,15.118397012,14.961,15.332
40.7,-120.9,15.1687920203,15.1148777499,14.961,15.329
40.7,-120.8,14.4042348667,15.1105223726,14.96,15.181
40.7,-120.7,13.7437762175,15.1054761211,14.958,15.119
40.7,-120.6,13.6332866198,15.0997496808,14.955,15.125
40.7,-120.5,13.6559639622,15.0934216852,14.951,15.123
40.7,-120.4,13.587654851,15.0863598307,14.946,15.116
40.7,-120.3,13.8368366099,15.0786380384,14.94,15.081
40.7,-120.2,14.9322149373,15.0703334559,14.934,15.053
40.7,-120.1,15.0363094437,15.0614524791,14.927,15.054
40.7,-120,14.9476101488,15.0521165505,14.919,14.994
40.7,-119.9,14.6357651428,15.0422210024,14.911,14.921
40.7,-119.8,14.697517033,15.0318122713,14.902,14.917
40.7,-119.7,14.9624214289,15.0207754882,14.892,14.852
40.7,-119.6,14.9736265438,15.0093658983,14.882,14.752
40.7,-119.5,14.8797837801,14.9974431798,14.871,14.646
40.7,-119.4,14.8580737832,14.985134451,14.859,14.544
40.7,-119.3,14.8338798835,14.9729892269,14.848,14.459
40.7,-119.2,14.8027053271,14.9630838889,14.838,14.393
40.7,-119.1,14.9005255217,14.9579231968,14.833,14.338
40.8,-125.3,-1000,15.1494962335,15.229,15.274
40.8,-125.2,-1000,15.2464247149,15.24,15.277
40.8,-125.1,-1000,15.3291130027,15.221,15.494
40.8,-125,-1000,15.3870515145,15.234,15.638
40.8,-124.9,15.8355003279,15.4092058742,15.218,15.648
40.8,-124.8,16.0531937276,15.3640066137,14.674,15.648
40.8,-124.7,15.9806985955,15.3810067193,14.824,15.601
40.8,-124.6,15.7180281079,15.3779797594,14.89,15.522
40.8,-124.5,15.6078301774,15.3750414417,14.874,15.435
40.8,-124.4,15.3648697987,15.5226919585,14.972,15.33
40.8,-124.3,15.300486788,15.6059834379,15.047,15.243
40.8,-124.2,15.4872515319,15.6135352772,15.071,15.186
40.8,-124.1,15.6301226429,15.5460735696,14.96,15.185
40.8,-124,15.6530773789,15.420005285,14.939,15.182
40.8,-123.9,15.9759829437,15.3993967921,15.209,15.366
40.8,-123.8,15.6450880681,15.4400900743,15.097,15.608
40.8,-123.7,15.3268067741,15.4459309686,15.034,15.61
40.8,-123.6,15.1165081237,15.4044402797,15.039,15.44
40.8,-123.5,15.097951071,15.3179171536,15.002,15.208
40.8,-123.4,14.8012252902,15.1999470579,14.944,15.195
40.8,-123.3,14.749713132,15.0645702922,14.871,15.246
40.8,-123.2,14.7432353043,14.9419683443,14.788,15.227
40.8,-123.1,14.7333256881,14.8937173874,14.693,15.187
40.8,-123,14.726588669,14.8670724951,14.641,15.099
40.8,-122.9,14.7299742857,14.8567590906,14.645,14.99
40.8,-122.8,14.7383047931,14.8565899422,14.651,14.961
40.8,-122.7,14.7576844503,14.8617673262,14.659,14.922
40.8,-122.6,14.7837321134,14.8705326528,14.668,14.882
40.8,-122.5,14.8194123112,14.8883480102,14.679,14.827
40.8,-122.4,14.8698006249,14.9196480567,14.71,14.791
40.8,-122.3,14.9204103251,14.9466634655,14.751,14.822
40.8,-122.2,14.9558416259,14.9704305652,14.786,14.849
40.8,-122.1,15.0241982322,14.9915937409,14.815,14.875
40.8,-122,15.0594876843,15.0106391167,14.84,14.8
40.8,-121.9,15.1051012445,15.0279201364,14.861,14.658
40.8,-121.8,15.072690955,15.04359803,14.879,14.486
40.8,-121.7,14.9865926068,15.0578181944,14.895,14.698
40.8,-121.6,15.2904798133,15.0707395628,14.909,14.792
40.8,-121.5,15.4264299252,15.0823185221,14.921,14.81
40.8,-121.4,15.038580426,15.0926855629,14.93,14.799
40.8,-121.3,14.9919699431,15.1019531775,14.939,15.239
40.8,-121.2,15.1060888584,15.1102192237,14.946,15.31
40.8,-121.1,15.0640084865,15.1175032994,14.951,15.31
40.8,-121,15.0361096671,15.1237863286,14.955,15.282
40.8,-120.9,14.7004960367,15.1183308741,14.953,15.134
40.8,-120.8,14.5655644907,15.1120349512,14.949,15.11
40.8,-120.7,13.7657951745,15.1051353376,14.945,15.094
40.8,-120.6,13.7679494911,15.0975696394,14.94,15.067
40.8,-120.5,13.7201179401,15.0893751608,14.934,15.09
40.8,-120.4,14.1139767583,15.0805904145,14.927,15.098
40.8,-120.3,15.0108933131,15.0711452905,14.919,15.102
40.8,-120.2,15.1272668183,15.0611130539,14.911,15.087
40.8,-120.1,15.1064628838,15.0504957589,14.902,15.045
40.8,-120,14.7714404866,15.0393744558,14.892,14.933
40.8,-119.9,14.815278819,15.0277164622,14.881,14.839
40.8,-119.8,14.7932943635,15.0156112045,14.87,14.836
40.8,-119.7,14.7836463551,15.0029432069,14.858,14.748
40.8,-119.6,14.7290675487,14.9898634463,14.846,14.653
40.8,-119.5,14.7876588019,14.9762674231,14.833,14.556
40.8,-119.4,14.8586214016,14.9622982893,14.819,14.467
40.8,-119.3,14.8512705822,14.9486720957,14.806,14.397
40.8,-119.2,14.8091083526,14.9377435061,14.795,14.338
40.8,-119.1,14.9195905713,14.9321083165,14.79,14.289
40.9,-125.3,-1000,15.1435768322,15.224,15.226
40.9,-125.2,-1000,15.2528772926,15.241,15.223
40.9,-125.1,-1000,15.3957805481,15.213,15.376
40.9,-125,13.951254927,15.4136685063,15.267,15.465
40.9,-124.9,15.8791532462,15.4491697322,15.251,15.472
40.9,-124.8,15.9600519786,15.3645509954,14.569,15.474
40.9,-124.7,15.9279705681,15.3628781358,14.61,15.432
40.9,-124.6,15.8361721494,15.4154407981,14.899,15.363
40.9,-124.5,15.5046882951,15.5466290203,15.022,15.29
40.9,-124.4,15.2715163445,15.625312451,15.123,15.19
40.9,-124.3,15.4500488555,15.6373195808,15.102,15.13
40.9,-124.2,15.6428304002,15.5804916049,14.949,15.149
40.9,-124.1,15.6343563361,15.4675341138,14.7,15.157
40.9,-124,15.6084190513,15.4221628857,15.123,15.301
40.9,-123.9,15.7499449123,15.4751043475,15.064,15.426
40.9,-123.8,15.152380087,15.4905764524,15.113,15.427
40.9,-123.7,15.1248627284,15.4510030786,15.121,15.47
40.9,-123.6,15.0465341828,15.3647573066,15.077,15.156
40.9,-123.5,14.7997952865,15.2503223971,15.018,14.994
40.9,-123.4,14.7415927629,15.1279466428,14.956,14.877
40.9,-123.3,14.7513176036,15.0059094465,14.891,15.1
40.9,-123.2,14.7561033716,14.9486720957,14.868,15.141
40.9,-123.1,14.7592597939,14.9171640314,14.858,15.129
40.9,-123,14.7608294438,14.9005364432,14.849,15.055
40.9,-122.9,14.7670593455,14.8944212999,14.841,14.934
40.9,-122.8,14.7792500718,14.8949083819,14.834,14.88
40.9,-122.7,14.7997952865,14.8992184179,14.827,14.832
40.9,-122.6,14.8194123112,14.9061679733,14.821,14.785
40.9,-122.5,14.8355447255,14.9147925595,14.816,14.732
40.9,-122.4,14.8806421264,14.9428856814,14.813,14.741
40.9,-122.3,14.9026826449,14.968015714,14.836,14.778
40.9,-122.2,14.9353510529,14.9898501096,14.856,14.811
40.9,-122.1,14.965733069,15.0090682762,14.874,14.839
40.9,-122,14.9848692138,15.0261654088,14.889,14.823
40.9,-121.9,15.0085575918,15.0413926852,14.902,14.772
40.9,-121.8,14.9171430086,15.0550723824,14.913,14.662
40.9,-121.7,14.7898133076,15.0672940863,14.922,14.823
40.9,-121.6,15.1940978856,15.0781667082,14.93,14.843
40.9,-121.5,14.9017143543,15.0877459348,14.936,14.826
40.9,-121.4,14.6781904859,15.0961101751,14.941,14.799
40.9,-121.3,14.6954554079,15.1034273974,14.944,15.247
40.9,-121.2,15.1201460062,15.1097472377,14.947,15.31
40.9,-121.1,14.8502172418,15.1152109767,14.949,15.25
40.9,-121,14.7019822235,15.119651722,14.95,15.06
40.9,-120.9,14.6096584283,15.1124374173,14.944,15.06
40.9,-120.8,14.1114305518,15.1044188206,14.937,15.035
40.9,-120.7,13.8176314672,15.0957619595,14.93,14.996
40.9,-120.6,13.6132920016,15.0864310207,14.922,14.973
40.9,-120.5,14.045401223,15.0764219674,14.913,14.953
40.9,-120.4,14.7590329332,15.0658410343,14.903,14.95
40.9,-120.3,15.0372272346,15.0546130546,14.893,14.858
40.9,-120.2,15.137638905,15.0429297333,14.882,14.828
40.9,-120.1,14.7631583478,15.030599722,14.87,14.718
40.9,-120,14.6607801279,15.0177426642,14.858,14.655
40.9,-119.9,15.0316911686,15.0043213738,14.844,14.655
40.9,-119.8,14.7940207371,14.9904232187,14.831,14.653
40.9,-119.7,14.7513176036,14.9760426081,14.816,14.592
40.9,-119.6,14.6322142623,14.9611742117,14.801,14.52
40.9,-119.5,14.6151606643,14.9458377262,14.786,14.447
40.9,-119.4,14.875715108,14.9301744515,14.77,14.381
40.9,-119.3,14.8279247112,14.9150302903,14.754,14.326
40.9,-119.2,14.8720571607,14.9029216653,14.741,14.277
40.9,-119.1,14.9929730301,14.8966033696,14.735,14.237
41,-125.3,-1000,15.1535709814,15.212,15.257
41,-125.2,-1000,15.2871744604,15.259,15.256
