"Fault Model FM3.2",,,,,,,,,,,,,,,,,,,,
FID,Minisection,Name,ELon1,NLat1,ELon2,NLat2,CREEPS?,"ABM slip rate","ABM rake","NeoKinema slip rate","Neokinema rake","NeoKinema dip","Zeng slip rate","Zeng rake","Geologic rate (mm/yr)","Geologic lower bound (mm/yr)","Geologic upper bound (mm/yr)","Geo rake","Geo dip","Geo dip dir"
51,51.01,"Deep Springs",-117.94248,37.434853,-117.95624,37.396843,F,3.0117,-144.27,0.723,-90.2,50,1.2365,-108.8745,1.2,0.5,2,-90,50,294.55
51,51.02,"Deep Springs",-117.95624,37.396843,-117.958984,37.381966,F,3.2274,-150.95,0.723,-90.2,50,1.2365,-108.8745,1.2,0.5,2,-90,50,294.55
51,51.03,"Deep Springs",-117.958984,37.381966,-117.97384,37.36665,F,2.4416,-117.89,0.723,-90.2,50,1.2365,-108.8745,1.2,0.5,2,-90,50,294.55
51,51.04,"Deep Springs",-117.97384,37.36665,-117.987045,37.34915,F,2.5991,-127.19,0.723,-90.2,50,1.2365,-108.8745,1.2,0.5,2,-90,50,294.55
51,51.05,"Deep Springs",-117.987045,37.34915,-117.99695,37.320705,F,3.0362,-144.54,0.723,-90.2,50,1.2365,-108.8745,1.2,0.5,2,-90,50,294.55
51,51.06,"Deep Springs",-117.99695,37.320705,-118.01456,37.28657,F,2.8327,-137.09,0.723,-90.2,50,1.2365,-108.8745,1.2,0.5,2,-90,50,294.55
51,51.07,"Deep Springs",-118.01456,37.28657,-118.032715,37.255066,F,2.7768,-134.62,0.723,-90.2,50,1.2365,-108.8745,1.2,0.5,2,-90,50,294.55
51,51.08,"Deep Springs",-118.032715,37.255066,-118.05967,37.230564,F,2.3848,-111.35,0.723,-90.2,50,1.2365,-108.8745,1.2,0.5,2,-90,50,294.55
53,53.01,Zayante-Vergeles,-121.46381,36.79268,-121.60956,36.81287,F,0.11628,120.68,0.2,162.6,20,0.10296,150.9454,0.1,0,0.2,150,90,36.16
53,53.02,Zayante-Vergeles,-121.60956,36.81287,-121.74194,36.93775,F,0.10997,146.12,0.2,162.6,20,0.10296,150.9454,0.1,0,0.2,150,90,36.16
53,53.03,Zayante-Vergeles,-121.74194,36.93775,-121.9734,37.08872,F,0.11817,144.35,0.2,162.6,20,0.10296,150.9454,0.1,0,0.2,150,90,36.16
58,58.01,Pleito,-119.2959,34.94152,-119.23706,34.956226,F,5.1906,103.56,2.645,103.8,46,1.48,108.9246,2,0.5,3,90,46,180.97
58,58.02,Pleito,-119.23706,34.956226,-119.20621,34.955635,F,5.5512,127.67,2.645,103.8,46,1.48,108.9246,2,0.5,3,90,46,180.97
58,58.03,Pleito,-119.20621,34.955635,-119.12816,34.98694,F,4.8182,91.69,2.645,103.8,46,1.48,108.9246,2,0.5,3,90,46,180.97
58,58.04,Pleito,-119.12816,34.98694,-119.08091,35.007084,F,4.6094,89.438,2.645,103.8,46,1.48,108.9246,2,0.5,3,90,46,180.97
58,58.05,Pleito,-119.08091,35.007084,-119.05054,35.007477,F,1.9628,90,2.645,103.8,46,1.48,108.9246,2,0.5,3,90,46,180.97
58,58.06,Pleito,-119.05054,35.007477,-119.03607,34.991676,F,1.9994,90,2.645,103.8,46,1.48,108.9246,2,0.5,3,90,46,180.97
58,58.07,Pleito,-119.03607,34.991676,-119.01293,34.97825,F,1.9816,90,2.645,103.8,46,1.48,108.9246,2,0.5,3,90,46,180.97
58,58.08,Pleito,-119.01293,34.97825,-118.99413,34.968372,F,1.9849,90,2.645,103.8,46,1.48,108.9246,2,0.5,3,90,46,180.97
58,58.09,Pleito,-118.99413,34.968372,-118.979454,34.94387,F,2.0087,90,2.645,103.8,46,1.48,108.9246,2,0.5,3,90,46,180.97
58,58.1,Pleito,-118.979454,34.94387,-118.9687,34.935047,F,1.993,90,2.645,103.8,46,1.48,108.9246,2,0.5,3,90,46,180.97
58,58.11,Pleito,-118.9687,34.935047,-118.9486,34.93152,F,1.992,90,2.645,103.8,46,1.48,108.9246,2,0.5,3,90,46,180.97
58,58.12,Pleito,-118.9486,34.93152,-118.927795,34.932697,F,1.9782,90,2.645,103.8,46,1.48,108.9246,2,0.5,3,90,46,180.97
58,58.13,Pleito,-118.927795,34.932697,-118.91073,34.939144,F,1.9099,90,2.645,103.8,46,1.48,108.9246,2,0.5,3,90,46,180.97
58,58.14,Pleito,-118.91073,34.939144,-118.879,34.935047,F,1.9941,90,2.645,103.8,46,1.48,108.9246,2,0.5,3,90,46,180.97
63,63.01,"So Sierra Nevada",-118.023,35.2943,-118.04,35.347,F,3.6633,-162.64,0.44,-89.5,50,0.45222,-108.0343,0.3,0.2,0.5,-90,50,91.65
63,63.02,"So Sierra Nevada",-118.04,35.347,-118.051,35.4261,F,3.5317,-162.68,0.44,-89.5,50,0.45222,-108.0343,0.3,0.2,0.5,-90,50,91.65
63,63.03,"So Sierra Nevada",-118.051,35.4261,-118.034,35.5384,F,3.177,-156.11,0.44,-89.5,50,0.45222,-108.0343,0.3,0.2,0.5,-90,50,91.65
63,63.04,"So Sierra Nevada",-118.034,35.5384,-118.004,35.568,F,2.4224,-128.2,0.44,-89.5,50,0.45222,-108.0343,0.3,0.2,0.5,-90,50,91.65
63,63.05,"So Sierra Nevada",-118.004,35.568,-117.909,35.61,F,1.9801,-98.978,0.44,-89.5,50,0.45222,-108.0343,0.3,0.2,0.5,-90,50,91.65
63,63.06,"So Sierra Nevada",-117.909,35.61,-117.869,35.6839,F,2.3331,-148.53,0.44,-89.5,50,0.45222,-108.0343,0.3,0.2,0.5,-90,50,91.65
63,63.07,"So Sierra Nevada",-117.869,35.6839,-117.89597,35.758286,F,2.6269,178.13,0.44,-89.5,50,0.45222,-108.0343,0.3,0.2,0.5,-90,50,91.65
63,63.08,"So Sierra Nevada",-117.89597,35.758286,-117.91198,35.934097,F,2.6186,178.44,0.44,-89.5,50,0.45222,-108.0343,0.3,0.2,0.5,-90,50,91.65
63,63.09,"So Sierra Nevada",-117.91198,35.934097,-117.94594,35.972588,F,2.4217,-176.68,0.44,-89.5,50,0.45222,-108.0343,0.3,0.2,0.5,-90,50,91.65
63,63.1,"So Sierra Nevada",-117.94594,35.972588,-117.985,36.08,F,2.3122,-162.68,0.44,-89.5,50,0.45222,-108.0343,0.3,0.2,0.5,-90,50,91.65
63,63.11,"So Sierra Nevada",-117.985,36.08,-118.009,36.124,F,2.3992,-166.84,0.44,-89.5,50,0.45222,-108.0343,0.3,0.2,0.5,-90,50,91.65
63,63.12,"So Sierra Nevada",-118.009,36.124,-117.99,36.2193,F,1.9827,-138.24,0.44,-89.5,50,0.45222,-108.0343,0.3,0.2,0.5,-90,50,91.65
64,64.01,"Owens Valley",-117.96535,36.30771,-118.02,36.5047,F,2.1876,-156.17,3.262,-174.7,55,4.3494,-164.9413,3.5,2,5,180,90,72.65
64,64.02,"Owens Valley",-118.02,36.5047,-118.043,36.5522,F,2.7179,-177.05,3.262,-174.7,55,4.3494,-164.9413,3.5,2,5,180,90,72.65
64,64.03,"Owens Valley",-118.043,36.5522,-118.07,36.6355,F,2.6569,-167.84,3.262,-174.7,55,4.3494,-164.9413,3.5,2,5,180,90,72.65
64,64.04,"Owens Valley",-118.07,36.6355,-118.083,36.6943,F,2.3616,-149.26,3.262,-174.7,55,4.3494,-164.9413,3.5,2,5,180,90,72.65
64,64.05,"Owens Valley",-118.083,36.6943,-118.119,36.7739,F,2.6038,-160.25,3.262,-174.7,55,4.3494,-164.9413,3.5,2,5,180,90,72.65
64,64.06,"Owens Valley",-118.119,36.7739,-118.16,36.8506,F,2.4447,-149.6,3.262,-174.7,55,4.3494,-164.9413,3.5,2,5,180,90,72.65
64,64.07,"Owens Valley",-118.16,36.8506,-118.197,36.9315,F,2.5069,-148.49,3.262,-174.7,55,4.3494,-164.9413,3.5,2,5,180,90,72.65
64,64.08,"Owens Valley",-118.197,36.9315,-118.329,37.234,F,2.5197,-147.33,3.262,-174.7,55,4.3494,-164.9413,3.5,2,5,180,90,72.65
65,65.01,"Independence rev 2011",-118.092,36.5015,-118.168,36.5586,F,0.01,-90,0.426,-90.8,50,0.26249,-107.7447,0.1,0.05,0.3,-90,50,67.39
65,65.02,"Independence rev 2011",-118.168,36.5586,-118.224,36.6239,F,0.01,-90,0.426,-90.8,50,0.26249,-107.7447,0.1,0.05,0.3,-90,50,67.39
65,65.03,"Independence rev 2011",-118.224,36.6239,-118.234,36.6634,F,0.01,-90,0.426,-90.8,50,0.26249,-107.7447,0.1,0.05,0.3,-90,50,67.39
65,65.04,"Independence rev 2011",-118.234,36.6634,-118.302,36.7735,F,0.01,-90,0.426,-90.8,50,0.26249,-107.7447,0.1,0.05,0.3,-90,50,67.39
65,65.05,"Independence rev 2011",-118.302,36.7735,-118.32,36.8287,F,0.01,-90,0.426,-90.8,50,0.26249,-107.7447,0.1,0.05,0.3,-90,50,67.39
65,65.06,"Independence rev 2011",-118.32,36.8287,-118.304,36.8802,F,0.01,-90,0.426,-90.8,50,0.26249,-107.7447,0.1,0.05,0.3,-90,50,67.39
65,65.07,"Independence rev 2011",-118.304,36.8802,-118.33651,36.97624,F,0.01,-90,0.426,-90.8,50,0.26249,-107.7447,0.1,0.05,0.3,-90,50,67.39
65,65.08,"Independence rev 2011",-118.33651,36.97624,-118.34528,37.00376,F,0.01,-90,0.426,-90.8,50,0.26249,-107.7447,0.1,0.05,0.3,-90,50,67.39
65,65.09,"Independence rev 2011",-118.34528,37.00376,-118.36655,37.03629,F,0.01,-90,0.426,-90.8,50,0.26249,-107.7447,0.1,0.05,0.3,-90,50,67.39
65,65.1,"Independence rev 2011",-118.36655,37.03629,-118.40533,37.07131,F,0.01,-90,0.426,-90.8,50,0.26249,-107.7447,0.1,0.05,0.3,-90,50,67.39
65,65.11,"Independence rev 2011",-118.40533,37.07131,-118.40408,37.09883,F,0.01,-90,0.426,-90.8,50,0.26249,-107.7447,0.1,0.05,0.3,-90,50,67.39
74,74.01,"Los Osos 2011",-120.995,35.362,-120.86641,35.30209,F,0.38634,90,0.184,86.9,45,0.36056,109.44,0.39,0.2,1,90,45,218.49
74,74.02,"Los Osos 2011",-120.86641,35.30209,-120.78181,35.29963,F,0.35763,90,0.184,86.9,45,0.36056,109.44,0.39,0.2,1,90,45,218.49
74,74.03,"Los Osos 2011",-120.78181,35.29963,-120.73522,35.28492,F,0.38496,90,0.184,86.9,45,0.36056,109.44,0.39,0.2,1,90,45,218.49
74,74.04,"Los Osos 2011",-120.73522,35.28492,-120.68373,35.24569,F,0.39055,90,0.184,86.9,45,0.36056,109.44,0.39,0.2,1,90,45,218.49
74,74.05,"Los Osos 2011",-120.68373,35.24569,-120.6543,35.20891,F,0.39162,90,0.184,86.9,45,0.36056,109.44,0.39,0.2,1,90,45,218.49
74,74.06,"Los Osos 2011",-120.6543,35.20891,-120.53171,35.16967,F,0.36088,90,0.184,86.9,45,0.36056,109.44,0.39,0.2,1,90,45,218.49
74,74.07,"Los Osos 2011",-120.53171,35.16967,-120.48144,35.12554,F,0.39006,90,0.184,86.9,45,0.36056,109.44,0.39,0.2,1,90,45,218.49
74,74.08,"Los Osos 2011",-120.48144,35.12554,-120.45692,35.12186,F,0.37619,90,0.184,86.9,45,0.36056,109.44,0.39,0.2,1,90,45,218.49
75,75.01,"San Luis Range (So Margin)",-119.82984,34.56095,-119.87916,34.65718,F,0.41408,90,0.257,88.4,45,0.12649,71.5651,0.2,0.1,0.6,90,45,38.58
75,75.02,"San Luis Range (So Margin)",-119.87916,34.65718,-120.00004,34.69811,F,0.40875,90,0.257,88.4,45,0.12649,71.5651,0.2,0.1,0.6,90,45,38.58
75,75.03,"San Luis Range (So Margin)",-120.00004,34.69811,-120.09032,34.77388,F,2.1156E-10,180,0.257,88.4,45,0.12649,71.5651,0.2,0.1,0.6,90,45,38.58
75,75.04,"San Luis Range (So Margin)",-120.09032,34.77388,-120.23746,34.84968,F,1.0708E-10,90,0.257,88.4,45,0.12649,71.5651,0.2,0.1,0.6,90,45,38.58
75,75.05,"San Luis Range (So Margin)",-120.23746,34.84968,-120.26933,34.86439,F,2.0343E-10,90,0.257,88.4,45,0.12649,71.5651,0.2,0.1,0.6,90,45,38.58
75,75.06,"San Luis Range (So Margin)",-120.26933,34.86439,-120.30979,34.91098,F,2.0343E-10,90,0.257,88.4,45,0.12649,71.5651,0.2,0.1,0.6,90,45,38.58
75,75.07,"San Luis Range (So Margin)",-120.30979,34.91098,-120.41399,34.97596,F,4.194E-10,90,0.257,88.4,45,0.12649,71.5651,0.2,0.1,0.6,90,45,38.58
75,75.08,"San Luis Range (So Margin)",-120.41399,34.97596,-120.56358,35.10837,F,7.8844E-09,90,0.257,88.4,45,0.12649,71.5651,0.2,0.1,0.6,90,45,38.58
75,75.09,"San Luis Range (So Margin)",-120.56358,35.10837,-120.64449,35.14148,F,2.5608E-10,90,0.257,88.4,45,0.12649,71.5651,0.2,0.1,0.6,90,45,38.58
75,75.1,"San Luis Range (So Margin)",-120.64449,35.14148,-120.71314,35.16845,F,4.8155E-10,90,0.257,88.4,45,0.12649,71.5651,0.2,0.1,0.6,90,45,38.58
75,75.11,"San Luis Range (So Margin)",-120.71314,35.16845,-120.78795,35.18193,F,0.084274,180,0.257,88.4,45,0.12649,71.5651,0.2,0.1,0.6,90,45,38.58
77,77.01,"Santa Ynez (West)",-120.48339,34.5126,-120.307,34.5121,F,2.1562,1.5267,1.098,0,70,2.2359,-17.7056,2,0.2,3,0,70,180.86
77,77.02,"Santa Ynez (West)",-120.307,34.5121,-120.263,34.5147,F,2.1407,-4.1697,1.098,0,70,2.2359,-17.7056,2,0.2,3,0,70,180.86
77,77.03,"Santa Ynez (West)",-120.263,34.5147,-120.208,34.5239,F,2.0731,-8.8126,1.098,0,70,2.2359,-17.7056,2,0.2,3,0,70,180.86
77,77.04,"Santa Ynez (West)",-120.208,34.5239,-120.12,34.5442,F,2.0219,-13.537,1.098,0,70,2.2359,-17.7056,2,0.2,3,0,70,180.86
77,77.05,"Santa Ynez (West)",-120.12,34.5442,-120.031,34.5618,F,2.1036,-15.94,1.098,0,70,2.2359,-17.7056,2,0.2,3,0,70,180.86
77,77.06,"Santa Ynez (West)",-120.031,34.5618,-119.977,34.5603,F,2.4942,-10.962,1.098,0,70,2.2359,-17.7056,2,0.2,3,0,70,180.86
77,77.07,"Santa Ynez (West)",-119.977,34.5603,-119.935,34.5474,F,2.8056,-5.2702,1.098,0,70,2.2359,-17.7056,2,0.2,3,0,70,180.86
77,77.08,"Santa Ynez (West)",-119.935,34.5474,-119.867,34.5533,F,2.2466,-18.409,1.098,0,70,2.2359,-17.7056,2,0.2,3,0,70,180.86
77,77.09,"Santa Ynez (West)",-119.867,34.5533,-119.806,34.5484,F,2.6197,-14.713,1.098,0,70,2.2359,-17.7056,2,0.2,3,0,70,180.86
77,77.1,"Santa Ynez (West)",-119.806,34.5484,-119.732,34.5205,F,3.1047,-8.2013,1.098,0,70,2.2359,-17.7056,2,0.2,3,0,70,180.86
77,77.11,"Santa Ynez (West)",-119.732,34.5205,-119.6355,34.4992,F,2.8741,-14.996,1.098,0,70,2.2359,-17.7056,2,0.2,3,0,70,180.86
78,78.01,"Mission Ridge-Arroyo Parida-Sa",-119.89769,34.42981,-119.86875,34.42478,F,1.6002,90,1.51,87.6,70,1.0151,71.0296,0.9,0.4,1.6,90,70,175.98
78,78.02,"Mission Ridge-Arroyo Parida-Sa",-119.86875,34.42478,-119.80713,34.43359,F,1.5416,90,1.51,87.6,70,1.0151,71.0296,0.9,0.4,1.6,90,70,175.98
78,78.03,"Mission Ridge-Arroyo Parida-Sa",-119.80713,34.43359,-119.78575,34.43359,F,1.5891,90,1.51,87.6,70,1.0151,71.0296,0.9,0.4,1.6,90,70,175.98
78,78.04,"Mission Ridge-Arroyo Parida-Sa",-119.78575,34.43359,-119.75055,34.44113,F,1.5593,90,1.51,87.6,70,1.0151,71.0296,0.9,0.4,1.6,90,70,175.98
78,78.05,"Mission Ridge-Arroyo Parida-Sa",-119.75055,34.44113,-119.743,34.44239,F,1.5921,90,1.51,87.6,70,1.0151,71.0296,0.9,0.4,1.6,90,70,175.98
78,78.06,"Mission Ridge-Arroyo Parida-Sa",-119.743,34.44239,-119.69144,34.44994,F,1.5494,90,1.51,87.6,70,1.0151,71.0296,0.9,0.4,1.6,90,70,175.98
78,78.07,"Mission Ridge-Arroyo Parida-Sa",-119.69144,34.44994,-119.61095,34.44113,F,1.5628,90,1.51,87.6,70,1.0151,71.0296,0.9,0.4,1.6,90,70,175.98
78,78.08,"Mission Ridge-Arroyo Parida-Sa",-119.61095,34.44113,-119.51036,34.43107,F,1.5532,90,1.51,87.6,70,1.0151,71.0296,0.9,0.4,1.6,90,70,175.98
78,78.09,"Mission Ridge-Arroyo Parida-Sa",-119.51036,34.43107,-119.47137,34.4273,F,1.5844,90,1.51,87.6,70,1.0151,71.0296,0.9,0.4,1.6,90,70,175.98
78,78.1,"Mission Ridge-Arroyo Parida-Sa",-119.47137,34.4273,-119.4261,34.41598,F,1.5897,90,1.51,87.6,70,1.0151,71.0296,0.9,0.4,1.6,90,70,175.98
78,78.11,"Mission Ridge-Arroyo Parida-Sa",-119.4261,34.41598,-119.34562,34.42353,F,1.5521,90,1.51,87.6,70,1.0151,71.0296,0.9,0.4,1.6,90,70,175.98
78,78.12,"Mission Ridge-Arroyo Parida-Sa",-119.34562,34.42353,-119.28778,34.42981,F,1.5653,90,1.51,87.6,70,1.0151,71.0296,0.9,0.4,1.6,90,70,175.98
78,78.13,"Mission Ridge-Arroyo Parida-Sa",-119.28778,34.42981,-119.20226,34.44994,F,1.5457,90,1.51,87.6,70,1.0151,71.0296,0.9,0.4,1.6,90,70,175.98
78,78.14,"Mission Ridge-Arroyo Parida-Sa",-119.20226,34.44994,-119.16579,34.47005,F,1.5232,90,1.51,87.6,70,1.0151,71.0296,0.9,0.4,1.6,90,70,175.98
79,79.01,"Santa Ynez (East)",-119.636,34.4992,-119.553,34.488,F,2.0912,0,1.932,0,70,1.733,-17.8076,2,0.2,3,0,70,171.8
79,79.02,"Santa Ynez (East)",-119.553,34.488,-119.501,34.4888,F,2.2827,-31.679,1.932,0,70,1.733,-17.8076,2,0.2,3,0,70,171.8
79,79.03,"Santa Ynez (East)",-119.501,34.4888,-119.435,34.4987,F,1.9176,-45.747,1.932,0,70,1.733,-17.8076,2,0.2,3,0,70,171.8
79,79.04,"Santa Ynez (East)",-119.435,34.4987,-119.32,34.5067,F,2.2477,-40.325,1.932,0,70,1.733,-17.8076,2,0.2,3,0,70,171.8
79,79.05,"Santa Ynez (East)",-119.32,34.5067,-119.23,34.5293,F,1.8406,-66.805,1.932,0,70,1.733,-17.8076,2,0.2,3,0,70,171.8
79,79.06,"Santa Ynez (East)",-119.23,34.5293,-119.164,34.5315,F,2.6047,-40.388,1.932,0,70,1.733,-17.8076,2,0.2,3,0,70,171.8
79,79.07,"Santa Ynez (East)",-119.164,34.5315,-118.954,34.5697,F,2.2383,-62.187,1.932,0,70,1.733,-17.8076,2,0.2,3,0,70,171.8
79,79.08,"Santa Ynez (East)",-118.954,34.5697,-118.904,34.5839,F,4.8285,-116.19,1.932,0,70,1.733,-17.8076,2,0.2,3,0,70,171.8
80,80.01,"San Cayetano",-118.762,34.4361,-118.831,34.4047,F,5.8239,90,7.012,101.7,42,5.9655,72.8408,6,3,9,90,42,2.54
80,80.02,"San Cayetano",-118.831,34.4047,-118.865,34.4021,F,5.9665,90,7.012,101.7,42,5.9655,72.8408,6,3,9,90,42,2.54
80,80.03,"San Cayetano",-118.865,34.4021,-118.91304,34.41725,F,6.0258,90,7.012,101.7,42,5.9655,72.8408,6,3,9,90,42,2.54
80,80.04,"San Cayetano",-118.91304,34.41725,-118.92385,34.427036,F,5.9788,90,7.012,101.7,42,5.9655,72.8408,6,3,9,90,42,2.54
80,80.05,"San Cayetano",-118.92385,34.427036,-118.92792,34.449463,F,6.0367,90,7.012,101.7,42,5.9655,72.8408,6,3,9,90,42,2.54
80,80.06,"San Cayetano",-118.92792,34.449463,-118.943634,34.448406,F,5.9738,90,7.012,101.7,42,5.9655,72.8408,6,3,9,90,42,2.54
80,80.07,"San Cayetano",-118.943634,34.448406,-118.97685,34.4221,F,5.9021,90,7.012,101.7,42,5.9655,72.8408,6,3,9,90,42,2.54
80,80.08,"San Cayetano",-118.97685,34.4221,-119.00752,34.421776,F,5.9561,90,7.012,101.7,42,5.9655,72.8408,6,3,9,90,42,2.54
80,80.09,"San Cayetano",-119.00752,34.421776,-119.03671,34.422943,F,5.9635,90,7.012,101.7,42,5.9655,72.8408,6,3,9,90,42,2.54
80,80.1,"San Cayetano",-119.03671,34.422943,-119.08182,34.435734,F,6.0021,90,7.012,101.7,42,5.9655,72.8408,6,3,9,90,42,2.54
80,80.11,"San Cayetano",-119.08182,34.435734,-119.10376,34.43289,F,5.9784,90,7.012,101.7,42,5.9655,72.8408,6,3,9,90,42,2.54
80,80.12,"San Cayetano",-119.10376,34.43289,-119.15906,34.449966,F,5.9891,90,7.012,101.7,42,5.9655,72.8408,6,3,9,90,42,2.54
81,81.01,Cleghorn,-117.47254,34.30754,-117.38795,34.28579,F,1.2359,0,0.6,0,90,0.56921,18.4349,0.45,0.3,0.6,0,90,186.25
81,81.02,Cleghorn,-117.38795,34.28579,-117.3455,34.29428,F,0.15437,0,0.6,0,90,0.56921,18.4349,0.45,0.3,0.6,0,90,186.25
81,81.03,Cleghorn,-117.3455,34.29428,-117.31718,34.2773,F,0.45924,0,0.6,0,90,0.56921,18.4349,0.45,0.3,0.6,0,90,186.25
81,81.04,Cleghorn,-117.31718,34.2773,-117.25774,34.27447,F,0.52816,0,0.6,0,90,0.56921,18.4349,0.45,0.3,0.6,0,90,186.25
81,81.05,Cleghorn,-117.25774,34.27447,-117.20396,34.28296,F,0.53772,0,0.6,0,90,0.56921,18.4349,0.45,0.3,0.6,0,90,186.25
82,82.01,"North Frontal  (West)",-117.26906,34.31693,-117.242,34.343,F,1.3957,-121.04,0.654,83.3,32.5,0.14866,70.3462,0.1,0.05,0.2,90,49,169.27
82,82.02,"North Frontal  (West)",-117.242,34.343,-117.228,34.367,F,1.8426,-165.33,0.654,83.3,32.5,0.14866,70.3462,0.1,0.05,0.2,90,49,169.27
82,82.03,"North Frontal  (West)",-117.228,34.367,-117.21,34.371,F,1.3051,-66.569,0.654,83.3,32.5,0.14866,70.3462,0.1,0.05,0.2,90,49,169.27
82,82.04,"North Frontal  (West)",-117.21,34.371,-117.20113,34.40468,F,1.8389,-169.88,0.654,83.3,32.5,0.14866,70.3462,0.1,0.05,0.2,90,49,169.27
82,82.05,"North Frontal  (West)",-117.20113,34.40468,-117.16715,34.43865,F,1.4642,-138.53,0.654,83.3,32.5,0.14866,70.3462,0.1,0.05,0.2,90,49,169.27
82,82.06,"North Frontal  (West)",-117.16715,34.43865,-117.14451,34.44431,F,1.1819,-94.939,0.654,83.3,32.5,0.14866,70.3462,0.1,0.05,0.2,90,49,169.27
82,82.07,"North Frontal  (West)",-117.14451,34.44431,-117.1077,34.44148,F,1.2299,-62.902,0.654,83.3,32.5,0.14866,70.3462,0.1,0.05,0.2,90,49,169.27
82,82.08,"North Frontal  (West)",-117.1077,34.44148,-117.05958,34.42167,F,1.4058,-37.24,0.654,83.3,32.5,0.14866,70.3462,0.1,0.05,0.2,90,49,169.27
82,82.09,"North Frontal  (West)",-117.05958,34.42167,-117.00297,34.39619,F,1.399,-33.643,0.654,83.3,32.5,0.14866,70.3462,0.1,0.05,0.2,90,49,169.27
82,82.1,"North Frontal  (West)",-117.00297,34.39619,-116.98882,34.38204,F,1.5584,-14.966,0.654,83.3,32.5,0.14866,70.3462,0.1,0.05,0.2,90,49,169.27
82,82.11,"North Frontal  (West)",-116.98882,34.38204,-116.93785,34.36505,F,1.3086,-37.257,0.654,83.3,32.5,0.14866,70.3462,0.1,0.05,0.2,90,49,169.27
82,82.12,"North Frontal  (West)",-116.93785,34.36505,-116.85011,34.37072,F,0.41389,0,0.654,83.3,32.5,0.14866,70.3462,0.1,0.05,0.2,90,49,169.27
83,83.01,"North Frontal  (East)",-116.8033,34.36839,-116.76074,34.33389,F,0.99119,0,1.767,66.2,32.5,0.1044,73.3008,0.1,0.05,0.2,90,41,194.07
83,83.02,"North Frontal  (East)",-116.76074,34.33389,-116.71876,34.34164,F,0.99119,0,1.767,66.2,32.5,0.1044,73.3008,0.1,0.05,0.2,90,41,194.07
83,83.03,"North Frontal  (East)",-116.71876,34.34164,-116.66958,34.33162,F,1.8174,23.669,1.767,66.2,32.5,0.1044,73.3008,0.1,0.05,0.2,90,41,194.07
83,83.04,"North Frontal  (East)",-116.66958,34.33162,-116.64316,34.34042,F,1.8174,23.669,1.767,66.2,32.5,0.1044,73.3008,0.1,0.05,0.2,90,41,194.07
83,83.05,"North Frontal  (East)",-116.64316,34.34042,-116.62204,34.33338,F,1.8174,23.669,1.767,66.2,32.5,0.1044,73.3008,0.1,0.05,0.2,90,41,194.07
83,83.06,"North Frontal  (East)",-116.62204,34.33338,-116.58857,34.32105,F,1.8174,23.669,1.767,66.2,32.5,0.1044,73.3008,0.1,0.05,0.2,90,41,194.07
83,83.07,"North Frontal  (East)",-116.58857,34.32105,-116.53925,34.31929,F,1.8174,23.669,1.767,66.2,32.5,0.1044,73.3008,0.1,0.05,0.2,90,41,194.07
83,83.08,"North Frontal  (East)",-116.53925,34.31929,-116.52517,34.31049,F,1.0768,0,1.767,66.2,32.5,0.1044,73.3008,0.1,0.05,0.2,90,41,194.07
84,84.01,"Helendale-So Lockhart",-116.815,34.3248,-116.857,34.3757,F,0.69818,180,0.11,180,90,0.8477,162.8476,0.6,0.2,1,180,90,50.87
84,84.02,"Helendale-So Lockhart",-116.857,34.3757,-116.945,34.441,F,0.16029,180,0.11,180,90,0.8477,162.8476,0.6,0.2,1,180,90,50.87
84,84.03,"Helendale-So Lockhart",-116.945,34.441,-117.064,34.5394,F,0.24455,180,0.11,180,90,0.8477,162.8476,0.6,0.2,1,180,90,50.87
84,84.04,"Helendale-So Lockhart",-117.064,34.5394,-117.106,34.6038,F,0.49815,180,0.11,180,90,0.8477,162.8476,0.6,0.2,1,180,90,50.87
84,84.05,"Helendale-So Lockhart",-117.106,34.6038,-117.328,34.7868,F,0.33681,180,0.11,180,90,0.8477,162.8476,0.6,0.2,1,180,90,50.87
84,84.06,"Helendale-So Lockhart",-117.328,34.7868,-117.418,34.9156,F,0.30315,180,0.11,180,90,0.8477,162.8476,0.6,0.2,1,180,90,50.87
84,84.07,"Helendale-So Lockhart",-117.418,34.9156,-117.497,35.0428,F,0.2782,180,0.11,180,90,0.8477,162.8476,0.6,0.2,1,180,90,50.87
84,84.08,"Helendale-So Lockhart",-117.497,35.0428,-117.597,35.1087,F,0.73705,180,0.11,180,90,0.8477,162.8476,0.6,0.2,1,180,90,50.87
85,85.01,"Lenwood-Lockhart-Old Woman Spr",-116.643,34.3498,-116.696,34.4631,F,1.3086,180,0.917,180,90,1.0214,-161.7424,1,0.6,1.4,180,90,43.25
85,85.02,"Lenwood-Lockhart-Old Woman Spr",-116.696,34.4631,-116.767,34.5527,F,1.1376,180,0.917,180,90,1.0214,-161.7424,1,0.6,1.4,180,90,43.25
85,85.03,"Lenwood-Lockhart-Old Woman Spr",-116.767,34.5527,-116.842,34.6451,F,1.0487,180,0.917,180,90,1.0214,-161.7424,1,0.6,1.4,180,90,43.25
85,85.04,"Lenwood-Lockhart-Old Woman Spr",-116.842,34.6451,-116.926,34.7504,F,0.97251,180,0.917,180,90,1.0214,-161.7424,1,0.6,1.4,180,90,43.25
