segment Zambia
-13.34 29.311
-13.332 29.316
-13.335 29.323
-13.339 29.329
-13.345 29.336
-13.348 29.343
-13.348 29.349
-13.344 29.355
-13.333 29.358
-13.327 29.365
-13.325 29.373
-13.328 29.385
-13.327 29.39
-13.323 29.4
-13.322 29.406
-13.32 29.409
-13.317 29.426
-13.314 29.442
-13.311 29.447
-13.304 29.452
-13.289 29.466
-13.283 29.472
-13.274 29.476
-13.273 29.483
-13.271 29.491
-13.266 29.495
-13.256 29.498
-13.246 29.503
-13.239 29.516
-13.228 29.528
-13.225 29.537
-13.228 29.56
-13.224 29.567
-13.215 29.576
-13.213 29.581
-13.214 29.589
-13.222 29.603
-13.227 29.608
-13.233 29.62
-13.238 29.635
-13.24 29.643
-13.234 29.655
-13.227 29.665
-13.226 29.67
-13.23 29.675
-13.236 29.678
-13.248 29.674
-13.254 29.676
-13.259 29.681
-13.265 29.682
-13.268 29.681
-13.273 29.675
-13.281 29.66
-13.289 29.654
-13.298 29.654
-13.31 29.663
-13.32 29.663
-13.339 29.658
-13.35 29.652
-13.355 29.646
-13.357 29.627
-13.36 29.609
-13.363 29.605
-13.37 29.605
-13.377 29.612
-13.382 29.614
-13.394 29.608
-13.402 29.608
-13.409 29.611
-13.417 29.624
-13.437 29.646
-13.438 29.654
-13.43 29.668
-13.429 29.674
-13.431 29.68
-13.443 29.693
-13.451 29.701
-13.456 29.712
-13.455 29.722
-13.45 29.739
-13.437 29.765
-13.437 29.777
-13.439 29.785
-13.453 29.804
-13.455 29.809
-13.416 29.81
-13.313 29.81
-13.262 29.81
-13.245 29.811
-13.243 29.81
-13.175 29.809
-13.147 29.81
-13.123 29.809
-13.082 29.81
-13.003 29.81
-12.994 29.81
-12.981 29.809
-12.957 29.81
-12.935 29.809
-12.867 29.809
-12.834 29.81
-12.816 29.809
-12.81 29.809
-12.788 29.81
-12.698 29.809
-12.671 29.809
-12.654 29.81
-12.62 29.809
-12.547 29.81
-12.511 29.81
-12.441 29.81
-12.414 29.81
-12.322 29.81
-12.27 29.81
-12.24 29.81
-12.22 29.81
-12.189 29.81
-12.161 29.81
-12.16 29.809
